"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Map3k7cl.6",2.6711079809049e-39,-0.307803654390578,0.003,0.132,5.45466960780589e-35,"Endo_2","Map3k7cl"
"Stk10",3.09883781751976e-39,0.413627708089292,0.156,0.064,6.32813670715711e-35,"Endo_2","Stk10"
"Gata4.4",3.15069077668309e-39,-0.259528475886595,0.004,0.134,6.43402563506455e-35,"Endo_2","Gata4"
"Myo6.1",3.37405954634331e-39,0.878168654112286,0.37,0.27,6.89016699958768e-35,"Endo_2","Myo6"
"Adamtsl1.2",3.44792296021126e-39,-0.338385975312476,0.002,0.129,7.04100347704742e-35,"Endo_2","Adamtsl1"
"Dnm3os.1",3.70810398610409e-39,-0.287814889015876,0.012,0.148,7.57231915002316e-35,"Endo_2","Dnm3os"
"Ildr2.2",3.89782290230904e-39,-0.334828529106325,0.002,0.129,7.95974414880529e-35,"Endo_2","Ildr2"
"Kcnj15.5",4.40832787076669e-39,-0.504555227573467,0.042,0.193,9.00224634489266e-35,"Endo_2","Kcnj15"
"Gm3892.1",5.48404115154297e-39,-0.285901753117098,0,0.125,1.11989604355659e-34,"Endo_2","Gm3892"
"Jmjd1c.3",5.86192950097532e-39,-0.276855850939169,0.36,0.654,1.19706462339417e-34,"Endo_2","Jmjd1c"
"Pxdn",6.35128162847372e-39,0.925068013297496,0.328,0.225,1.29699522135062e-34,"Endo_2","Pxdn"
"Hnrnpf.1",6.68652738199772e-39,0.724491114763856,0.638,0.725,1.36545575667775e-34,"Endo_2","Hnrnpf"
"Nsg1.3",8.10457425349024e-39,-0.277102277861013,0.054,0.217,1.65503510830524e-34,"Endo_2","Nsg1"
"Tmod3.3",1.10751074849754e-38,0.894664349303462,0.543,0.548,2.26164769950682e-34,"Endo_2","Tmod3"
"Htra4.4",1.14721656625337e-38,-0.330772152382646,0.007,0.138,2.342730949946e-34,"Endo_2","Htra4"
"Hsd11b1.4",1.16477137846586e-38,-0.422866328197936,0.001,0.126,2.37857963196514e-34,"Endo_2","Hsd11b1"
"Glipr1.4",1.34811585819038e-38,-0.301066064064176,0.004,0.132,2.75298739401057e-34,"Endo_2","Glipr1"
"Irf1.3",1.35034971451229e-38,0.879709730158357,0.396,0.282,2.75754915200554e-34,"Endo_2","Irf1"
"Rspo3.4",1.42931680587604e-38,-0.404156990657757,0.002,0.128,2.91880784927946e-34,"Endo_2","Rspo3"
"Aspa.3",2.57570228586918e-38,-0.290600522341982,0.009,0.14,5.25984163797345e-34,"Endo_2","Aspa"
"Mrtfb",3.82471263874171e-38,0.79906626144058,0.297,0.187,7.81044567957445e-34,"Endo_2","Mrtfb"
"Tmbim6.2",4.71842776345269e-38,0.795191036758,0.622,0.701,9.63550133574673e-34,"Endo_2","Tmbim6"
"Slco2b1.2",4.78293535806497e-38,0.627813452480196,0.195,0.091,9.76723229470447e-34,"Endo_2","Slco2b1"
"Fez1.3",5.68923301443522e-38,-0.278264472706868,0.041,0.194,1.16179827387782e-33,"Endo_2","Fez1"
"Steap4.4",6.60886498359762e-38,-0.396842031782048,0.019,0.156,1.34959631830047e-33,"Endo_2","Steap4"
"Ntf3.5",6.72800834603864e-38,-0.254995221909445,0.08,0.256,1.37392658434455e-33,"Endo_2","Ntf3"
"Tuba1a.5",8.28185100180932e-38,-0.401012810838846,0.51,0.771,1.69123679307948e-33,"Endo_2","Tuba1a"
"Plcg1",1.20766894350905e-37,0.746442005431123,0.276,0.167,2.46618074953984e-33,"Endo_2","Plcg1"
"Cntfr.2",1.35391856423127e-37,-0.308752644533928,0.002,0.126,2.76483710001667e-33,"Endo_2","Cntfr"
"Irf7.1",1.45226806727768e-37,0.639550395801263,0.192,0.091,2.96567662018775e-33,"Endo_2","Irf7"
"Tgm2.6",2.41071321015548e-37,0.898433646890928,0.423,0.332,4.92291744645851e-33,"Endo_2","Tgm2"
"Bmp4.4",2.56524066205956e-37,-0.373596892064146,0.055,0.209,5.23847795599182e-33,"Endo_2","Bmp4"
"Maff.3",2.70327071182297e-37,-0.27217775774676,0.116,0.305,5.52034912061369e-33,"Endo_2","Maff"
"Anxa3.4",2.90286964989227e-37,0.634244614661225,0.54,0.454,5.92795011204501e-33,"Endo_2","Anxa3"
"Rpl3",3.30816950581477e-37,-0.263954215638798,0.796,0.971,6.75561294782434e-33,"Endo_2","Rpl3"
"Sfrp4.5",4.04574742248206e-37,-0.473865433330538,0.002,0.124,8.26182081145062e-33,"Endo_2","Sfrp4"
"G530011O06Rik.1",5.14337156608282e-37,-0.317374462280814,0.005,0.128,1.05032790750977e-32,"Endo_2","G530011O06Rik"
"Comp.5",5.30337100445669e-37,-1.48176965257458,0.022,0.155,1.0830013928201e-32,"Endo_2","Comp"
"Mcub.1",5.3189982734809e-37,-0.255447403184766,0.009,0.136,1.08619263742753e-32,"Endo_2","Mcub"
"Spock2.5",6.91151656225786e-37,-0.299304254081911,0.027,0.166,1.41140079717868e-32,"Endo_2","Spock2"
"Egr2.2",7.9619722027141e-37,-0.310621895994316,0.012,0.141,1.62591434351625e-32,"Endo_2","Egr2"
"Ppp1r12a.6",8.04869107754705e-37,-0.585847215509417,0.385,0.621,1.64362320494588e-32,"Endo_2","Ppp1r12a"
"Cd109.1",8.45583016882561e-37,-0.28042838604883,0.043,0.192,1.72676507877588e-32,"Endo_2","Cd109"
"Nck1.1",9.11886721350181e-37,0.891719537822886,0.486,0.446,1.8621638736692e-32,"Endo_2","Nck1"
"Tmem71",9.79064886000345e-37,0.360641249703216,0.112,0.039,1.9993484037013e-32,"Endo_2","Tmem71"
"Fhod1",1.00986412287394e-36,0.46374772145274,0.137,0.054,2.06224352532086e-32,"Endo_2","Fhod1"
"Rgs4.6",1.02156617945118e-36,-0.395052828819599,0.013,0.143,2.08614029505725e-32,"Endo_2","Rgs4"
"Kcnj8.1",1.30419678075238e-36,-0.315471154599791,0.009,0.135,2.66330024597444e-32,"Endo_2","Kcnj8"
"Chek2",1.34740814200307e-36,0.459477208341203,0.12,0.044,2.75154216678446e-32,"Endo_2","Chek2"
"Ces2g.2",1.36066134893811e-36,-0.250575997683727,0.005,0.127,2.77860654066652e-32,"Endo_2","Ces2g"
"Rab11a",2.03952339005913e-36,0.869104418733966,0.481,0.449,4.16491071483975e-32,"Endo_2","Rab11a"
"Epha7.1",4.32778885160962e-36,-0.257707694648266,0.002,0.121,8.83777761387201e-32,"Endo_2","Epha7"
"Zdhhc18",4.49816102321223e-36,0.628182605869397,0.21,0.109,9.18569462550169e-32,"Endo_2","Zdhhc18"
"Asb2.6",4.66239845952596e-36,-0.263622204077675,0.006,0.128,9.52108389419797e-32,"Endo_2","Asb2"
"Fcho2",5.83995557668368e-36,0.874616087977989,0.548,0.562,1.19257732831457e-31,"Endo_2","Fcho2"
"Calml4.3",5.89512218146629e-36,-0.25502190981309,0.008,0.132,1.20384290067723e-31,"Endo_2","Calml4"
"Rpl37",5.92320993219643e-36,-0.262385177194351,0.952,0.995,1.20957870025383e-31,"Endo_2","Rpl37"
"Gpr146",5.95359205999273e-36,0.699007139090442,0.234,0.129,1.21578303457111e-31,"Endo_2","Gpr146"
"Vegfd.3",6.38530695677019e-36,-0.376733326586562,0,0.116,1.30394353364204e-31,"Endo_2","Vegfd"
"Dram2.1",7.42013172727388e-36,0.831510518940827,0.317,0.214,1.5152651000266e-31,"Endo_2","Dram2"
"Hpcal1",1.04769885339276e-35,0.806120062583843,0.327,0.226,2.13950582851336e-31,"Endo_2","Hpcal1"
"Nnmt.2",1.23800238833084e-35,-0.27804352218462,0.012,0.138,2.52812467721041e-31,"Endo_2","Nnmt"
"Akap6.5",1.43359218462688e-35,-0.255670588167269,0.013,0.139,2.92753860022655e-31,"Endo_2","Akap6"
"Arid5b.2",1.88921672218891e-35,0.728554797946296,0.647,0.685,3.85796946838197e-31,"Endo_2","Arid5b"
"Slc22a1.6",2.526840660078e-35,-0.468655284526331,0.002,0.119,5.16006131194529e-31,"Endo_2","Slc22a1"
"Tspan14",4.9637258589932e-35,0.485932779445727,0.171,0.079,1.013642457665e-30,"Endo_2","Tspan14"
"Art3",5.0773885397937e-35,0.55189168826029,0.163,0.073,1.03685351371127e-30,"Endo_2","Art3"
"Actn4.6",5.58746725084256e-35,0.640274108926541,0.637,0.665,1.14101668729456e-30,"Endo_2","Actn4"
"Slc43a3.4",6.8400931510146e-35,0.59875052162479,0.604,0.52,1.39681542236869e-30,"Endo_2","Slc43a3"
"Bmp3.5",7.72663675795363e-35,-0.34389179039162,0.003,0.119,1.57785649234171e-30,"Endo_2","Bmp3"
"Gm26532.3",8.00861424779897e-35,-0.349840056703502,0.215,0.425,1.63543911554303e-30,"Endo_2","Gm26532"
"Tmeff2.4",8.76285881618133e-35,-0.278527647009218,0.002,0.115,1.78946339885239e-30,"Endo_2","Tmeff2"
"Ifngr1.2",1.40939197947758e-34,0.735705761723144,0.588,0.606,2.87811936129117e-30,"Endo_2","Ifngr1"
"Angptl1.2",1.50657517963672e-34,-0.479457003419609,0,0.112,3.07657717433614e-30,"Endo_2","Angptl1"
"Lgals3.5",2.48828895332922e-34,-0.686326300558751,0.028,0.16,5.0813348715936e-30,"Endo_2","Lgals3"
"Ccbe1.2",2.5454461228747e-34,-0.279819502175597,0,0.111,5.19805552752243e-30,"Endo_2","Ccbe1"
"Bcam.6",2.59589791913882e-34,0.619450793904688,0.399,0.268,5.30108314067339e-30,"Endo_2","Bcam"
"Nr4a3.2",2.87448466949163e-34,-0.348669085637213,0.021,0.148,5.86998514356886e-30,"Endo_2","Nr4a3"
"Tspan18",2.94821385656845e-34,0.59879975650931,0.181,0.088,6.02054751649844e-30,"Endo_2","Tspan18"
"Trib2.1",3.07350716771834e-34,0.564403282311108,0.192,0.095,6.27640898719762e-30,"Endo_2","Trib2"
"Rapgef2",3.37812584078038e-34,0.874778400383505,0.374,0.29,6.89847077945761e-30,"Endo_2","Rapgef2"
"Apod.5",4.21630760194203e-34,-0.904656476981261,0.005,0.12,8.61012175392583e-30,"Endo_2","Apod"
"Lgi2.4",5.29329750619402e-34,-0.305940790378866,0.001,0.112,1.08094428373988e-29,"Endo_2","Lgi2"
"Csf2ra.2",6.3350242085275e-34,-0.28301015581117,0.005,0.119,1.2936752936234e-29,"Endo_2","Csf2ra"
"Iqgap2.2",6.89139050355989e-34,-0.300438575224755,0.003,0.116,1.40729085473197e-29,"Endo_2","Iqgap2"
"Cdk17",7.67989061182009e-34,0.609002222764123,0.209,0.111,1.56831046183978e-29,"Endo_2","Cdk17"
"Rcsd1.3",8.01003945238506e-34,0.740034468695284,0.294,0.19,1.63573015657155e-29,"Endo_2","Rcsd1"
"Enc1.5",8.28357147689247e-34,-0.366885557392153,0.106,0.272,1.69158813129621e-29,"Endo_2","Enc1"
"Tnfrsf11b.4",1.24830318861818e-33,-0.38482134209351,0.003,0.115,2.54915994147718e-29,"Endo_2","Tnfrsf11b"
"Gsta3.4",1.37023731066218e-33,-0.334780034722279,0.004,0.117,2.79816161210324e-29,"Endo_2","Gsta3"
"Lars2.4",1.45358084452544e-33,0.557606508294278,0.784,0.852,2.96835744260539e-29,"Endo_2","Lars2"
"Tent5c.1",2.42592030995833e-33,-0.253909460199892,0.016,0.137,4.9539718649659e-29,"Endo_2","Tent5c"
"Nr4a2.4",2.50260372050872e-33,-0.329940079099499,0.066,0.217,5.11056705765086e-29,"Endo_2","Nr4a2"
"Fbln2.6",2.58297427736079e-33,-0.656735494376061,0.308,0.504,5.27469177179846e-29,"Endo_2","Fbln2"
"Csrp1.6",2.6700068733142e-33,-0.731979295170953,0.327,0.514,5.45242103599493e-29,"Endo_2","Csrp1"
"Bdnf.1",3.09154366881575e-33,-0.296892468123002,0.002,0.111,6.31324132608864e-29,"Endo_2","Bdnf"
"Snn",3.33438064164952e-33,0.399630250039461,0.106,0.038,6.80913870831248e-29,"Endo_2","Snn"
"S100b.2",3.96579596104183e-33,-0.35207647471588,0.005,0.116,8.09855193204352e-29,"Endo_2","S100b"
"Irgm1.1",1.3798312309293e-32,0.852829356981421,0.259,0.157,2.81775335668073e-28,"Endo_2","Irgm1"
"Marcks.2",2.32772679619619e-32,0.56050004998849,0.639,0.578,4.75345089051225e-28,"Endo_2","Marcks"
"Rpl24",2.51164452465259e-32,-0.25712258622871,0.779,0.969,5.12902928379305e-28,"Endo_2","Rpl24"
"App",2.91768101907246e-32,0.440695208480808,0.813,0.919,5.95819640904787e-28,"Endo_2","App"
"Trim34a",4.58454745279976e-32,0.511488516137513,0.157,0.072,9.36210435336239e-28,"Endo_2","Trim34a"
"Myoc.5",5.85939705942437e-32,-0.713232234713179,0.002,0.107,1.19654747350505e-27,"Endo_2","Myoc"
"Tmsb10.6",9.41945594444345e-32,-0.380608307758707,0.587,0.841,1.9235470984148e-27,"Endo_2","Tmsb10"
"Pik3c2b",1.09768298149682e-31,0.414464510550646,0.142,0.062,2.24157841651465e-27,"Endo_2","Pik3c2b"
"Adm.4",1.13598125623924e-31,-0.411347714468725,0.064,0.206,2.31978732336615e-27,"Endo_2","Adm"
"Plpp3.5",1.26693199226551e-31,0.46474038010651,0.761,0.768,2.5872018214054e-27,"Endo_2","Plpp3"
"Gm17056",1.27852951309388e-31,-0.256012752769355,0.034,0.161,2.61088511868901e-27,"Endo_2","Gm17056"
"Pex5l.6",1.30728804783265e-31,-0.351910914593385,0,0.103,2.66961292247905e-27,"Endo_2","Pex5l"
"Gm26802.4",1.73109152468196e-31,-0.516149692044356,0.053,0.187,3.53506200255304e-27,"Endo_2","Gm26802"
"Kcne4.1",2.18263486854106e-31,-0.26368957231212,0.004,0.11,4.4571586650477e-27,"Endo_2","Kcne4"
"Rai14",3.30240289680562e-31,0.515845140282501,0.175,0.086,6.74383695556676e-27,"Endo_2","Rai14"
"Ehd1.3",3.64634849585276e-31,0.917176089815799,0.424,0.37,7.44620826338092e-27,"Endo_2","Ehd1"
"Tpm3.1",3.7213114181965e-31,0.587275438227592,0.669,0.745,7.59929004709906e-27,"Endo_2","Tpm3"
"Thbs1.6",3.93566913662747e-31,-1.52725458196124,0.042,0.166,8.03702994390696e-27,"Endo_2","Thbs1"
"Enpp4",5.10366253480107e-31,0.690850961030582,0.256,0.159,1.04221892623173e-26,"Endo_2","Enpp4"
"Chrdl1.5",6.13119715788581e-31,-0.364523262421544,0,0.101,1.25205177161186e-26,"Endo_2","Chrdl1"
"Rgs7bp.2",7.74105672313611e-31,-0.269820032120179,0.018,0.132,1.58080119343163e-26,"Endo_2","Rgs7bp"
"Mmp3.4",8.42407476006598e-31,-1.44373232798531,0.007,0.112,1.72028030675307e-26,"Endo_2","Mmp3"
"Hmgb1.2",9.70055875412354e-31,0.426805196535023,0.829,0.943,1.98095110317957e-26,"Endo_2","Hmgb1"
"Col12a1.4",9.8115979592689e-31,-0.346502994028216,0.009,0.116,2.0036264192623e-26,"Endo_2","Col12a1"
"Tnfaip1",1.07131301606936e-30,0.860017549605734,0.374,0.305,2.18772831011525e-26,"Endo_2","Tnfaip1"
"Has2.3",1.99822418154413e-30,-0.271805908886351,0.001,0.101,4.08057360113128e-26,"Endo_2","Has2"
"Sh3bgrl3.6",2.40431753310115e-30,0.506714324283038,0.61,0.626,4.90985683434585e-26,"Endo_2","Sh3bgrl3"
"Fmod.5",2.8058826442991e-30,-0.932827555462963,0.013,0.121,5.72989294792319e-26,"Endo_2","Fmod"
"Ifit1.2",2.98196490886492e-30,0.650461543972553,0.185,0.093,6.08947054039304e-26,"Endo_2","Ifit1"
"Ptk2",4.70944236427293e-30,0.747706831227863,0.318,0.228,9.61715225208174e-26,"Endo_2","Ptk2"
"Heg1.4",4.98888784118973e-30,0.578186310924565,0.51,0.429,1.01878078604935e-25,"Endo_2","Heg1"
"Hes1.5",5.07124816389537e-30,0.968925544611927,0.405,0.321,1.03559958754907e-25,"Endo_2","Hes1"
"Helz2",6.9033341006848e-30,0.59608958050257,0.186,0.097,1.40972985670084e-25,"Endo_2","Helz2"
"Mrap2.1",7.0941020809856e-30,-0.262237106878295,0.002,0.101,1.44868658595807e-25,"Endo_2","Mrap2"
"Ssh2.4",9.25581632135696e-30,0.912694013122151,0.468,0.425,1.8901302509843e-25,"Endo_2","Ssh2"
"Dtx3l",9.45912445817582e-30,0.696956790664186,0.239,0.142,1.93164780560408e-25,"Endo_2","Dtx3l"
"Tnfaip3.4",1.17841213317916e-29,-0.431381394908042,0.045,0.169,2.40643541716516e-25,"Endo_2","Tnfaip3"
"Trib1.3",1.65119158905987e-29,-0.274549177240878,0.127,0.292,3.37189834401916e-25,"Endo_2","Trib1"
"Tspan9",1.6817647977305e-29,0.652589459783437,0.236,0.142,3.43433189344545e-25,"Endo_2","Tspan9"
"Fermt2.5",2.95219559162358e-29,0.502046432180021,0.675,0.709,6.0286786176545e-25,"Endo_2","Fermt2"
"Xirp1.6",3.96993784807724e-29,-0.253066600071182,0.004,0.103,8.10701007955853e-25,"Endo_2","Xirp1"
"Prdx1.1",4.99018155346962e-29,-0.250234924615825,0.669,0.927,1.01904497503403e-24,"Endo_2","Prdx1"
"Il6.5",5.18514007560977e-29,-0.656336206503553,0.021,0.13,1.05885745484027e-24,"Endo_2","Il6"
"Enah.6",5.79018470052119e-29,-0.398850975104794,0.254,0.443,1.18241361769343e-24,"Endo_2","Enah"
"Dgkz",7.1220813265694e-29,0.546153844268409,0.192,0.104,1.45440022769874e-24,"Endo_2","Dgkz"
"Rock1.6",8.90602646711732e-29,-0.528158868349767,0.508,0.753,1.81869966485003e-24,"Endo_2","Rock1"
"Cox4i2.3",9.44666032206675e-29,-0.254033259771512,0.027,0.142,1.92910250436925e-24,"Endo_2","Cox4i2"
"Cfb.4",1.34338138116075e-28,-0.295798079128057,0.01,0.112,2.74331911846837e-24,"Endo_2","Cfb"
"Tmem245.1",1.76294100902708e-28,0.93949241631857,0.385,0.32,3.6001018345342e-24,"Endo_2","Tmem245"
"Sppl2a.2",2.28454643075033e-28,0.834219122343137,0.536,0.556,4.66527226623525e-24,"Endo_2","Sppl2a"
"Ccdc88c",2.60186952143643e-28,0.470855046320164,0.151,0.072,5.31327774972534e-24,"Endo_2","Ccdc88c"
"Plcb1.3",2.79484380925676e-28,0.804079367979944,0.31,0.225,5.70735054288323e-24,"Endo_2","Plcb1"
"Cdc42ep2.4",2.98114339426347e-28,0.59371040497803,0.263,0.164,6.08779292542543e-24,"Endo_2","Cdc42ep2"
"Cpd.2",4.46076636221788e-28,0.839969063260236,0.436,0.4,9.10933098828513e-24,"Endo_2","Cpd"
"Amotl2.4",4.93248338815905e-28,0.784239804233042,0.4,0.324,1.00726243269596e-23,"Endo_2","Amotl2"
"Tapbp.2",5.11351431125861e-28,0.859525465088918,0.556,0.587,1.04423075750212e-23,"Endo_2","Tapbp"
"Vcl.6",6.56141688788598e-28,-0.265976697557995,0.327,0.546,1.3399069426752e-23,"Endo_2","Vcl"
"Gnb1",1.78933046637467e-27,0.619155991477826,0.628,0.754,3.65399174538372e-23,"Endo_2","Gnb1"
"Lgals9.2",1.92126595144476e-27,0.769692303389609,0.389,0.318,3.92341719944535e-23,"Endo_2","Lgals9"
"Dnaja1",2.97947577561358e-27,0.636194016827132,0.684,0.801,6.08438748138049e-23,"Endo_2","Dnaja1"
"Rnf144b.1",4.06735043872733e-27,0.415225819776134,0.131,0.059,8.30593633092508e-23,"Endo_2","Rnf144b"
"Tnfrsf21",4.62868924230434e-27,0.440895631614438,0.128,0.057,9.4522463017097e-23,"Endo_2","Tnfrsf21"
"Cytl1.5",4.74519389494694e-27,-2.04698921713377,0.046,0.159,9.69016045287115e-23,"Endo_2","Cytl1"
"Cyp2d22",4.75439104854677e-27,0.690392396450404,0.251,0.161,9.70894196023737e-23,"Endo_2","Cyp2d22"
"Sdc3.4",5.26308784699479e-27,0.643458294863944,0.368,0.276,1.07477516923481e-22,"Endo_2","Sdc3"
"Arhgef12.2",5.50152040065004e-27,0.644742025574488,0.616,0.715,1.12346548101674e-22,"Endo_2","Arhgef12"
"Mapk12",7.02015724124842e-27,0.512874338500011,0.176,0.093,1.43358631023534e-22,"Endo_2","Mapk12"
"Emp1.3",9.45118547886848e-27,-0.25579906465009,0.354,0.565,1.93002658663973e-22,"Endo_2","Emp1"
"Casp8",9.50368215888644e-27,0.618865737374201,0.233,0.144,1.9407469336662e-22,"Endo_2","Casp8"
"Dock4.2",1.07257438469127e-26,0.616175568494142,0.271,0.18,2.19030415097804e-22,"Endo_2","Dock4"
"Uba7",1.36943402151036e-26,0.587635043098382,0.157,0.08,2.79652121532631e-22,"Endo_2","Uba7"
"Vamp5.1",1.39044963982688e-26,0.743878437673825,0.325,0.241,2.83943720949047e-22,"Endo_2","Vamp5"
"Ifit2",2.03195078807788e-26,0.879675185149146,0.191,0.108,4.14944670433384e-22,"Endo_2","Ifit2"
"Tmem158.2",2.28421145408596e-26,-0.263718032908001,0.028,0.134,4.66458821038895e-22,"Endo_2","Tmem158"
"Smtn.6",2.49873634860757e-26,-0.447948042622096,0.263,0.431,5.10266949749152e-22,"Endo_2","Smtn"
"Cds2.4",2.74477025254413e-26,0.804411572144196,0.358,0.286,5.60509533272038e-22,"Endo_2","Cds2"
"Pcdh19.4",3.22289695763458e-26,0.609589392138602,0.228,0.136,6.58147787718557e-22,"Endo_2","Pcdh19"
"Reep3",3.84753001409194e-26,0.706926403727284,0.629,0.74,7.85704104177716e-22,"Endo_2","Reep3"
"Pfn1.6",4.44323915586609e-26,-0.305924737258963,0.66,0.909,9.07353868019415e-22,"Endo_2","Pfn1"
"Rasgef1b.2",4.54477101099532e-26,-0.289795599859999,0.009,0.102,9.28087688155355e-22,"Endo_2","Rasgef1b"
"Nfkbia.3",5.49528944013507e-26,0.343004281778394,0.693,0.702,1.12219305656998e-21,"Endo_2","Nfkbia"
"Lnx1",8.2782369714546e-26,0.660921202547364,0.203,0.119,1.69049877194074e-21,"Endo_2","Lnx1"
"Ifit3b.1",9.90100710736968e-26,0.477223203276907,0.144,0.069,2.02188466139596e-21,"Endo_2","Ifit3b"
"Xist.2",1.68408358798839e-25,-0.537591362615019,0.394,0.52,3.4390670950311e-21,"Endo_2","Xist"
"Alox5ap.6",3.66552995358005e-25,-0.628595131345623,0.012,0.102,7.48537871820581e-21,"Endo_2","Alox5ap"
"Galnt15.6",5.19338738149372e-25,0.621811168717119,0.37,0.276,1.06054163717483e-20,"Endo_2","Galnt15"
"Mylk.6",8.68345505622381e-25,-1.32601564026244,0.235,0.34,1.77324835703146e-20,"Endo_2","Mylk"
"Tubb4b",9.55815234193845e-25,0.821024266592003,0.505,0.511,1.95187028974725e-20,"Endo_2","Tubb4b"
"Sorbs1.3",9.75599579735767e-25,0.684002801653498,0.341,0.265,1.99227190177841e-20,"Endo_2","Sorbs1"
"Tbc1d22a",1.04698764185699e-24,0.422451280859,0.132,0.062,2.13805346343616e-20,"Endo_2","Tbc1d22a"
"Btg2.2",1.5347616612032e-24,-0.335404796795188,0.654,0.841,3.13413678834305e-20,"Endo_2","Btg2"
"Plscr1.1",2.08177709839157e-24,0.599197602404849,0.184,0.103,4.25119701262543e-20,"Endo_2","Plscr1"
"Arl6ip1.1",2.3732338576794e-24,0.695795803195408,0.577,0.631,4.8463808607671e-20,"Endo_2","Arl6ip1"
"Fkbp1a",3.44632164329401e-24,0.587994202329539,0.657,0.817,7.03773342777069e-20,"Endo_2","Fkbp1a"
"Tlnrd1",8.89075204743985e-24,0.494051115529926,0.18,0.101,1.81558047560769e-19,"Endo_2","Tlnrd1"
"Fus",9.05201163447462e-24,0.575136380695315,0.67,0.789,1.84851129587606e-19,"Endo_2","Fus"
"Epha4",1.20030046205184e-23,0.573735200799606,0.189,0.109,2.45113357355607e-19,"Endo_2","Epha4"
"Akr1c14",1.36263960401546e-23,0.384684220541794,0.121,0.056,2.78264633535998e-19,"Endo_2","Akr1c14"
"Lrrc8a.1",1.40345981878431e-23,0.830062124711544,0.416,0.383,2.86600529593944e-19,"Endo_2","Lrrc8a"
"Adam10.2",1.51066137806301e-23,0.784731163472284,0.367,0.315,3.08492160014248e-19,"Endo_2","Adam10"
"Plek.6",1.60522122736654e-23,-0.589861622135682,0.013,0.1,3.27802226840521e-19,"Endo_2","Plek"
"Klf4.4",1.89841166311059e-23,0.595086057677688,0.698,0.686,3.87674645723814e-19,"Endo_2","Klf4"
"Plekhg5",2.06924871062419e-23,0.504261585205038,0.204,0.122,4.22561279196566e-19,"Endo_2","Plekhg5"
"Fez2.1",2.16930038168762e-23,0.804830328597974,0.351,0.294,4.42992830944428e-19,"Endo_2","Fez2"
"Oip5os1",2.64116526856583e-23,0.795710181799377,0.493,0.525,5.39352359493827e-19,"Endo_2","Oip5os1"
"Nes.4",3.54842454837082e-23,0.883438712205818,0.298,0.22,7.24623777022806e-19,"Endo_2","Nes"
"Plin2.4",6.06198202804738e-23,0.846489953982146,0.36,0.287,1.23791734994756e-18,"Endo_2","Plin2"
"Sh2b3",6.3712257589605e-23,0.627322685761182,0.234,0.152,1.30106801223732e-18,"Endo_2","Sh2b3"
"Mtss1.6",7.51045014425657e-23,0.552499482808155,0.299,0.21,1.53370902395863e-18,"Endo_2","Mtss1"
"Prg4.6",7.59211250200303e-23,-1.3179152063318,0.076,0.188,1.55038529403404e-18,"Endo_2","Prg4"
"Samd9l.1",1.4445903827298e-22,0.859067101879466,0.413,0.381,2.94999802057253e-18,"Endo_2","Samd9l"
"Git1",2.73590053748954e-22,0.649013678039552,0.243,0.163,5.58698248760738e-18,"Endo_2","Git1"
"Rhob.3",2.87481602156575e-22,0.518954404893662,0.745,0.829,5.87066179763941e-18,"Endo_2","Rhob"
"Phlpp1",4.81686332661946e-22,0.521252273997602,0.191,0.115,9.83651659928959e-18,"Endo_2","Phlpp1"
"Rfxap",9.1076703146593e-22,0.736496420367563,0.251,0.175,1.85987735495658e-17,"Endo_2","Rfxap"
"Rgs2.5",1.05102192393027e-21,-0.419800966695005,0.037,0.132,2.14629187085801e-17,"Endo_2","Rgs2"
"Samhd1.5",1.28812460708146e-21,0.734377924753558,0.365,0.299,2.63047926012105e-17,"Endo_2","Samhd1"
"Btg1.5",1.86413680045167e-21,0.598447154640385,0.567,0.596,3.80675376020235e-17,"Endo_2","Btg1"
"Arhgef3",3.18968587953841e-21,0.478790757978616,0.201,0.123,6.51365753460539e-17,"Endo_2","Arhgef3"
"Tmed5.1",5.49335495526873e-21,0.850014212786425,0.452,0.448,1.12179801541543e-16,"Endo_2","Tmed5"
"Pitpnm2",7.89625769135505e-21,0.501082439012124,0.186,0.113,1.61249478315162e-16,"Endo_2","Pitpnm2"
"Ralgapa1.1",1.16633160527548e-20,0.763422773496583,0.393,0.359,2.38176577113306e-16,"Endo_2","Ralgapa1"
"Neat1.5",1.40645551198408e-20,-0.347162636130875,0.519,0.739,2.87212280102269e-16,"Endo_2","Neat1"
"Tmem176a.6",1.43311300509426e-20,-0.390070850507962,0.133,0.256,2.92656006770299e-16,"Endo_2","Tmem176a"
"Zfpm1.1",1.4976512762827e-20,0.366028223395376,0.128,0.064,3.0583536712969e-16,"Endo_2","Zfpm1"
"Col8a1.4",1.71919018591983e-20,-0.482547461912558,0.071,0.177,3.51075827866688e-16,"Endo_2","Col8a1"
"Myl12b.3",2.50233226103627e-20,0.625681884154699,0.579,0.653,5.11001271026216e-16,"Endo_2","Myl12b"
"Mfsd4a",2.81884137099202e-20,0.611121578766364,0.216,0.142,5.7563559637028e-16,"Endo_2","Mfsd4a"
"Pald1",7.33836859742922e-20,0.299169527339916,0.122,0.06,1.49856825128102e-15,"Endo_2","Pald1"
