"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sdf4.3",9.15689746011904e-53,-0.25797755854977,0.371,0.723,1.86993003033091e-48,"Endo_2","Sdf4"
"Chst12",9.50348818246621e-53,-0.25462705882538,0.025,0.21,1.94070732174143e-48,"Endo_2","Chst12"
"Pdlim4.3",1.01420950848901e-52,-0.37039374590252,0.05,0.247,2.0711172372854e-48,"Endo_2","Pdlim4"
"Lrrfip1.6",1.06292245314938e-52,-0.546842056117183,0.224,0.475,2.17059394157634e-48,"Endo_2","Lrrfip1"
"Tbx18.1",1.14041437172304e-52,-0.303149403877399,0.002,0.168,2.32884018849561e-48,"Endo_2","Tbx18"
"Rps13.1",1.24678852241468e-52,-0.354987595164745,0.875,0.985,2.54606684162301e-48,"Endo_2","Rps13"
"Fbxo30.5",1.33663044951719e-52,-0.329525353137733,0.094,0.314,2.72953304095906e-48,"Endo_2","Fbxo30"
"Gdf10.6",1.47090133246788e-52,-1.00779814454828,0.004,0.171,3.00372761103266e-48,"Endo_2","Gdf10"
"Dpp7.2",1.64406908840298e-52,-0.275291943472204,0.01,0.183,3.35735348542772e-48,"Endo_2","Dpp7"
"Pik3r6",1.74074147749769e-52,0.33581050670387,0.101,0.026,3.55476817119804e-48,"Endo_2","Pik3r6"
"St3gal4.3",1.7867786705806e-52,-0.334074783277994,0.062,0.266,3.64878072319264e-48,"Endo_2","St3gal4"
"Rpl23.1",2.3707352217854e-52,-0.311014552292376,0.95,0.995,4.84127839640796e-48,"Endo_2","Rpl23"
"Evc",3.15468547696277e-52,-0.273621719215705,0.006,0.174,6.44218321250567e-48,"Endo_2","Evc"
"Kcnma1.5",5.34252585439174e-52,-0.342968653283667,0,0.163,1.09099720472534e-47,"Endo_2","Kcnma1"
"Ldb3.6",5.52090007332767e-52,-0.417816350314229,0.005,0.172,1.12742300397424e-47,"Endo_2","Ldb3"
"Bambi.2",6.81756319341407e-52,-0.316627544585349,0.083,0.298,1.39221457972709e-47,"Endo_2","Bambi"
"Cyb5a.5",8.01013814527971e-52,-0.355685544233938,0.523,0.854,1.63575031064757e-47,"Endo_2","Cyb5a"
"Palld.6",8.82389363615201e-52,-0.39081534560841,0.043,0.237,1.8019273194386e-47,"Endo_2","Palld"
"Msrb3.6",8.8772278651345e-52,-0.410047912361719,0.225,0.484,1.81281870233912e-47,"Endo_2","Msrb3"
"Robo1.2",9.23536051612808e-52,-0.305878597205813,0.002,0.167,1.88595297099852e-47,"Endo_2","Robo1"
"Bace2.4",9.74438428119573e-52,-0.421787775943362,0.046,0.236,1.98990071406298e-47,"Endo_2","Bace2"
"Msn.5",1.00036327253952e-51,0.633724538189393,0.734,0.809,2.04284183885295e-47,"Endo_2","Msn"
"mt-Cytb.4",1.00223836023084e-51,0.498260715221526,0.988,0.994,2.0466709554274e-47,"Endo_2","mt-Cytb"
"Rab3il1.2",1.0952254192421e-51,-0.336972925134855,0.012,0.184,2.23655982863429e-47,"Endo_2","Rab3il1"
"Ldlrad4",1.10793569394293e-51,-0.263164907209101,0.048,0.245,2.26251548060085e-47,"Endo_2","Ldlrad4"
"Plekha6.4",1.13093813435326e-51,-0.376279329307212,0.007,0.174,2.30948876416279e-47,"Endo_2","Plekha6"
"Hey2.3",1.24271806067524e-51,-0.335321427407539,0.007,0.173,2.53775455170492e-47,"Endo_2","Hey2"
"Dram1.1",1.76477442587589e-51,-0.28270800845017,0.009,0.178,3.60384585508116e-47,"Endo_2","Dram1"
"Epb41l1",2.37056246347909e-51,-0.270171961568073,0.011,0.18,4.84092560667064e-47,"Endo_2","Epb41l1"
"Zeb1.3",2.70099366696047e-51,-0.280693170289488,0.302,0.612,5.51569916729998e-47,"Endo_2","Zeb1"
"Tmem63a",2.89081647105541e-51,-0.250843184045289,0.059,0.262,5.90333631554225e-47,"Endo_2","Tmem63a"
"Tshz2.6",2.95247404229287e-51,0.858930595309788,0.5,0.379,6.02924724176626e-47,"Endo_2","Tshz2"
"Pde4b.1",4.07644937829784e-51,-0.420199093733837,0.165,0.409,8.32451727542201e-47,"Endo_2","Pde4b"
"Htr1b.6",4.67493022677489e-51,-0.47215883578833,0.005,0.169,9.54667501609701e-47,"Endo_2","Htr1b"
"Tmed10.3",5.15512230238329e-51,-0.269792779808426,0.517,0.864,1.05272752536969e-46,"Endo_2","Tmed10"
"Olfml2a.1",6.19204685961555e-51,-0.354997551572577,0.005,0.168,1.26447788920209e-46,"Endo_2","Olfml2a"
"Plekhf1.2",7.7061838934157e-51,-0.298644931899497,0.01,0.178,1.57367981287442e-46,"Endo_2","Plekhf1"
"Negr1.3",7.73978190906893e-51,-0.344237792726798,0,0.159,1.58054086365097e-46,"Endo_2","Negr1"
"Trpc1",8.97430666950553e-51,-0.283322605810542,0.012,0.18,1.83264316497972e-46,"Endo_2","Trpc1"
"B3galt1.1",1.01368640340822e-50,-0.294134517913896,0,0.159,2.07004900439992e-46,"Endo_2","B3galt1"
"Ust",1.01368640583472e-50,-0.267886985107916,0,0.159,2.07004900935509e-46,"Endo_2","Ust"
"1810055G02Rik",1.24011052489367e-50,-0.259032216718814,0.01,0.177,2.53242970288536e-46,"Endo_2","1810055G02Rik"
"C1qtnf6",1.29229967941218e-50,-0.263767830433227,0.029,0.21,2.63900517532762e-46,"Endo_2","C1qtnf6"
"Napepld.4",1.31226051270152e-50,-0.334642289522519,0.01,0.177,2.67976719298778e-46,"Endo_2","Napepld"
"Cap2.5",1.53016888894336e-50,-0.34318827531666,0.004,0.167,3.12475788811123e-46,"Endo_2","Cap2"
"Usp53.3",1.56005814663089e-50,-0.308862022511728,0.037,0.223,3.18579474123495e-46,"Endo_2","Usp53"
"Itih4.6",1.75878748893069e-50,-0.708072252452498,0.013,0.181,3.59161993114535e-46,"Endo_2","Itih4"
"Pdxk",1.78934990561624e-50,-0.256009073707289,0.017,0.19,3.65403144225893e-46,"Endo_2","Pdxk"
"Ehbp1l1.4",1.83230333553033e-50,-0.270085600978425,0.095,0.316,3.74174664148649e-46,"Endo_2","Ehbp1l1"
"Creld2.2",2.55709638498468e-50,-0.273919364526079,0.104,0.329,5.22184652777721e-46,"Endo_2","Creld2"
"Uggt2",2.6022659221583e-50,-0.259967946867161,0.012,0.179,5.31408723963947e-46,"Endo_2","Uggt2"
"Ssc5d.3",2.716734095543e-50,-0.318674690830926,0.005,0.168,5.54784269650837e-46,"Endo_2","Ssc5d"
"Rpl30.1",2.74889254732881e-50,-0.319407032375842,0.938,0.992,5.61351347090017e-46,"Endo_2","Rpl30"
"Flnb.2",3.21620598499294e-50,0.917928139542823,0.337,0.21,6.56781424195408e-46,"Endo_2","Flnb"
"Irgm2.1",3.30697262591308e-50,0.850421592355827,0.232,0.109,6.7531687993771e-46,"Endo_2","Irgm2"
"Isg15.2",4.46272953895257e-50,0.900021061829353,0.275,0.14,9.11333999149505e-46,"Endo_2","Isg15"
"Rrad.5",4.46766751237254e-50,-0.493003696459503,0.017,0.188,9.12342382701597e-46,"Endo_2","Rrad"
"Dio2.4",4.50479815538593e-50,-0.880211767260126,0.001,0.159,9.1992483131136e-46,"Endo_2","Dio2"
"Pde3b.1",5.66956727449393e-50,-0.308674813679597,0.007,0.17,1.15778233312441e-45,"Endo_2","Pde3b"
"Vstm4.1",5.805434700535e-50,-0.297123896866503,0.008,0.172,1.18552782019625e-45,"Endo_2","Vstm4"
"Magi2",6.66980070419317e-50,-0.271526175778804,0,0.157,1.36204000180329e-45,"Endo_2","Magi2"
"Trabd2b.1",6.86248183294102e-50,-0.300104420405944,0.012,0.177,1.40138741510489e-45,"Endo_2","Trabd2b"
"Unc5c.3",7.1329555851535e-50,-0.318196523612934,0,0.157,1.4566208600442e-45,"Endo_2","Unc5c"
"Rab7b.1",8.39999164526897e-50,-0.349822411273905,0.002,0.161,1.71536229388038e-45,"Endo_2","Rab7b"
"Ptx3.4",9.0525869121772e-50,-0.870584317889719,0.007,0.169,1.84862877333571e-45,"Endo_2","Ptx3"
"Perp.3",9.97396876310517e-50,-0.340374194912133,0.002,0.159,2.03678416111371e-45,"Endo_2","Perp"
"Zfp354c",1.91904811985994e-49,-0.259677216155341,0.014,0.183,3.91888816556598e-45,"Endo_2","Zfp354c"
"Bin1.1",2.21782828225142e-49,-0.315865454192736,0.051,0.24,4.52902713518562e-45,"Endo_2","Bin1"
"Opcml.5",2.44695090112209e-49,-0.546368410474403,0.002,0.16,4.99691843518143e-45,"Endo_2","Opcml"
"Ntrk2.2",2.77155679795441e-49,-0.439793468946465,0.005,0.164,5.65979613710269e-45,"Endo_2","Ntrk2"
"Itih2.1",2.91423963680291e-49,-0.289973448800065,0,0.155,5.95116876231522e-45,"Endo_2","Itih2"
"Myl12a.1",3.09131466823455e-49,0.566358493558652,0.79,0.892,6.31277368400178e-45,"Endo_2","Myl12a"
"Rasl11a.4",3.76258954136355e-49,-0.504929452947048,0.029,0.206,7.68358410241851e-45,"Endo_2","Rasl11a"
"Gclc.4",4.05947020480269e-49,-0.364029968230929,0.087,0.296,8.28984410522757e-45,"Endo_2","Gclc"
"Speg.6",4.35156529875979e-49,-0.320566117183553,0.004,0.162,8.88633149659737e-45,"Endo_2","Speg"
"Lbr.1",6.95974733854757e-49,0.882653736737735,0.352,0.226,1.4212500040048e-44,"Endo_2","Lbr"
"Stard8.5",7.3765428488778e-49,0.623644811814139,0.26,0.128,1.50636381516933e-44,"Endo_2","Stard8"
"B4galt6",7.6515323287684e-49,-0.307327461479098,0.007,0.166,1.56251941685779e-44,"Endo_2","B4galt6"
"Lmo1",8.00567056022117e-49,0.762897224220862,0.23,0.11,1.63483798510277e-44,"Endo_2","Lmo1"
"Ier3.4",8.03681137232056e-49,-0.365661175855508,0.24,0.5,1.64119725034158e-44,"Endo_2","Ier3"
"Mmgt2",8.16802306182128e-49,-0.255634018341271,0.018,0.187,1.66799198945452e-44,"Endo_2","Mmgt2"
"Carmil1",8.31890836120738e-49,-0.270158667511052,0.003,0.16,1.69880427644216e-44,"Endo_2","Carmil1"
"S1pr2.2",1.00847005939196e-48,-0.279053975185006,0.017,0.185,2.05939670828432e-44,"Endo_2","S1pr2"
"Serpinb6b.5",1.69719696781953e-48,-0.406398343755774,0.028,0.201,3.46584592798425e-44,"Endo_2","Serpinb6b"
"Atp10a",2.30847187503093e-48,-0.258873329846229,0.009,0.169,4.71413041600066e-44,"Endo_2","Atp10a"
"Pard3b",2.49170270776842e-48,-0.265653534211708,0.087,0.294,5.0883060995339e-44,"Endo_2","Pard3b"
"Bhlhe40.5",2.5451109325984e-48,-0.635718194441673,0.185,0.413,5.1973710354592e-44,"Endo_2","Bhlhe40"
"Stat1.1",2.68393540001969e-48,0.944830948045477,0.302,0.173,5.48086448038021e-44,"Endo_2","Stat1"
"Scube3.6",3.07304340488266e-48,-0.451904337096982,0.011,0.171,6.27546193711088e-44,"Endo_2","Scube3"
"Rgs12",3.5132038922517e-48,0.452545067055019,0.149,0.054,7.1743136683672e-44,"Endo_2","Rgs12"
"Vwc2.1",3.522783860165e-48,-0.34817699180075,0.001,0.154,7.19387692084295e-44,"Endo_2","Vwc2"
"Ptprz1.6",3.82327790455027e-48,-0.676190803924038,0.008,0.166,7.80751580888211e-44,"Endo_2","Ptprz1"
"Anln.6",4.27025291790325e-48,-0.365569750564338,0.007,0.164,8.72028348365023e-44,"Endo_2","Anln"
"Gm26771.3",4.36504359378702e-48,-0.537305921600389,0.002,0.155,8.91385552287248e-44,"Endo_2","Gm26771"
"Pcdh9.1",4.92105510747188e-48,-0.314960245419056,0.001,0.153,1.00492866349683e-43,"Endo_2","Pcdh9"
"C7.4",5.60968833903429e-48,-0.811066946473797,0.001,0.153,1.14555445571419e-43,"Endo_2","C7"
"Ccny",5.88237462065091e-48,1.03193106306845,0.461,0.391,1.20123972128312e-43,"Endo_2","Ccny"
"Dync2li1",5.99658340548289e-48,-0.260838466652556,0.007,0.164,1.22456229723366e-43,"Endo_2","Dync2li1"
"Arhgap32.1",6.25543593795744e-48,-0.26429939935035,0.012,0.171,1.27742257289029e-43,"Endo_2","Arhgap32"
"Dync2h1",6.91168431177203e-48,-0.257276786476419,0.01,0.17,1.41143505330697e-43,"Endo_2","Dync2h1"
"Arhgap20.4",7.8176603792488e-48,-0.414307906217095,0.004,0.159,1.5964444260464e-43,"Endo_2","Arhgap20"
"Sema3b.1",8.88190595400722e-48,-0.286276571886671,0.002,0.156,1.81377401486781e-43,"Endo_2","Sema3b"
"Wif1.5",9.24478493707688e-48,-0.981990827265951,0.01,0.168,1.88787753200047e-43,"Endo_2","Wif1"
"Tspan11.5",1.27670462329101e-47,-0.444323642457108,0.002,0.154,2.60715851122257e-43,"Endo_2","Tspan11"
"Fam181b",1.63443371421177e-47,0.456563545724986,0.116,0.036,3.33767708779186e-43,"Endo_2","Fam181b"
"Thy1.2",1.66914244081414e-47,-0.326490348706691,0.002,0.154,3.40855577838655e-43,"Endo_2","Thy1"
"Ecrg4.6",1.68922743218774e-47,-1.66210874215251,0.018,0.181,3.44957133927058e-43,"Endo_2","Ecrg4"
"Rpl5.3",1.75058063646851e-47,-0.322733393378602,0.771,0.955,3.57486071773235e-43,"Endo_2","Rpl5"
"Arpc1b.1",1.8572778281009e-47,-0.346942969235093,0.519,0.848,3.79274705276484e-43,"Endo_2","Arpc1b"
"Crip1.3",2.02806398139761e-47,-0.64224695686731,0.84,0.96,4.14150945641206e-43,"Endo_2","Crip1"
"Fgfr3",2.33487502994968e-47,0.409353402345034,0.116,0.036,4.76804829866023e-43,"Endo_2","Fgfr3"
"Map3k8.1",2.48388290440906e-47,-0.287190421343351,0.069,0.264,5.07233727909375e-43,"Endo_2","Map3k8"
"Il1r1.2",3.25494684598381e-47,-0.290511780337488,0.085,0.289,6.64692695418353e-43,"Endo_2","Il1r1"
"Myo18a.1",3.36211467208035e-47,0.872683320193778,0.327,0.204,6.86577437185529e-43,"Endo_2","Myo18a"
"Tiam1.3",3.51790004948222e-47,-0.317700849440903,0.005,0.158,7.18390369104764e-43,"Endo_2","Tiam1"
"Septin7.1",3.94568446939733e-47,-0.307352300419447,0.539,0.87,8.05748225495628e-43,"Endo_2","Septin7"
"Trim30a.2",4.549361266019e-47,0.734985626826075,0.286,0.155,9.29025064133739e-43,"Endo_2","Trim30a"
"Prkaa2.1",5.84342232316071e-47,-0.271452427678983,0.006,0.159,1.19328527261265e-42,"Endo_2","Prkaa2"
"Mn1.2",6.51798280726552e-47,-0.265516162613892,0.053,0.239,1.33103726907169e-42,"Endo_2","Mn1"
"Gnas",6.54389080911935e-47,0.422888591557,0.909,0.957,1.33632794213026e-42,"Endo_2","Gnas"
"Tafa5.1",7.94050497479839e-47,-0.282458681756269,0.001,0.15,1.62153052090358e-42,"Endo_2","Tafa5"
"Stk38l.4",1.06537022437592e-46,-0.272089453881472,0.062,0.254,2.17559253519807e-42,"Endo_2","Stk38l"
"Ackr3.5",1.07814131289832e-46,-0.887557385740529,0.184,0.392,2.20167237506966e-42,"Endo_2","Ackr3"
"Rac1.1",1.08582711275822e-46,0.66195567668325,0.689,0.806,2.21736754696356e-42,"Endo_2","Rac1"
"Atp5e.1",1.18780345096444e-46,-0.333022516717284,0.696,0.953,2.42561342721449e-42,"Endo_2","Atp5e"
"Fry.5",1.43388563233053e-46,0.961556040100823,0.48,0.39,2.92813784978217e-42,"Endo_2","Fry"
"Myc.5",1.75437323946702e-46,-0.452046967138391,0.018,0.178,3.58260559231559e-42,"Endo_2","Myc"
"Ftl1.3",2.25772191791655e-46,-0.7233126719561,0.857,0.961,4.61049392857739e-42,"Endo_2","Ftl1"
"Fam171b.1",2.26518145382293e-46,-0.269063791261354,0.003,0.153,4.62572704685181e-42,"Endo_2","Fam171b"
"Sdc1.2",2.55821784362766e-46,-0.299226843314963,0.005,0.156,5.22413665847205e-42,"Endo_2","Sdc1"
"Tpst2.1",2.96293458725553e-46,0.739521096625047,0.287,0.164,6.05060872063451e-42,"Endo_2","Tpst2"
"Ppp1r9a",2.99916974518548e-46,-0.261714136665635,0.006,0.157,6.12460453664326e-42,"Endo_2","Ppp1r9a"
"Srpx2.2",5.42954838489388e-46,-0.288065163572325,0.002,0.149,1.10876807567918e-41,"Endo_2","Srpx2"
"Cyren",5.50448509404693e-46,0.514825766383656,0.145,0.053,1.12407090105532e-41,"Endo_2","Cyren"
"Acta2.5",5.65906769324429e-46,-3.88871465271003,0.394,0.567,1.15563821363742e-41,"Endo_2","Acta2"
"Xpnpep1.3",5.88919087296823e-46,-0.393928709589883,0.088,0.288,1.20263166816884e-41,"Endo_2","Xpnpep1"
"Enpp1.2",6.90505888842436e-46,-0.281426658120489,0.002,0.15,1.41008207560514e-41,"Endo_2","Enpp1"
"Cxcl16.2",8.7889597717124e-46,-0.402954555502913,0.07,0.259,1.79479347498139e-41,"Endo_2","Cxcl16"
"Gm13889.5",1.23618703911439e-45,-0.562347279713532,0.022,0.181,2.52441755257549e-41,"Endo_2","Gm13889"
"Tcap.6",1.31207151519464e-45,-0.759998836354364,0.012,0.166,2.67938124117898e-41,"Endo_2","Tcap"
"Actg2.6",1.71004288879937e-45,-0.765466427782022,0.005,0.153,3.49207858321719e-41,"Endo_2","Actg2"
"Lamc3.6",1.79883317867565e-45,-0.525441615282282,0.002,0.148,3.67339723417355e-41,"Endo_2","Lamc3"
"Ctsc.6",1.84084378968627e-45,-1.04910807516733,0.025,0.186,3.75918710291833e-41,"Endo_2","Ctsc"
"Gadd45g.3",1.92630159192179e-45,-0.568653191832821,0.29,0.546,3.93370048086348e-41,"Endo_2","Gadd45g"
"Col5a3.3",2.27953814826163e-45,-0.446711552096452,0.007,0.155,4.65504485256507e-41,"Endo_2","Col5a3"
"Abhd12",3.25589172151967e-45,-0.279809397789706,0.051,0.229,6.64885648451531e-41,"Endo_2","Abhd12"
"Cpxm2.5",3.45990057616838e-45,-0.433882582680083,0.006,0.154,7.06546296659345e-41,"Endo_2","Cpxm2"
"Otud1.4",3.73521103265831e-45,-0.413708627851656,0.073,0.261,7.62767444979153e-41,"Endo_2","Otud1"
"Plod1.1",6.71575419635564e-45,0.949854145502518,0.38,0.273,1.37142416443778e-40,"Endo_2","Plod1"
"Rps26.1",7.88659683848686e-45,-0.293747165488558,0.86,0.98,1.6105219403874e-40,"Endo_2","Rps26"
"Ubtd2.1",8.47888090305813e-45,-0.251696479039553,0.022,0.182,1.7314722692135e-40,"Endo_2","Ubtd2"
"Slc16a9",9.04644593518522e-45,-0.252839663567688,0.008,0.158,1.84737472442417e-40,"Endo_2","Slc16a9"
"Gng8.3",1.06955316243114e-44,-0.3010735360341,0,0.142,2.18413451300062e-40,"Endo_2","Gng8"
"Rtp4.1",1.10699471091869e-44,0.724784291751094,0.256,0.132,2.26059389916705e-40,"Endo_2","Rtp4"
"Col27a1.1",1.14107982464128e-44,-0.291884383924126,0.008,0.157,2.33019910989995e-40,"Endo_2","Col27a1"
"Morf4l1",1.17908261149439e-44,-0.295309724573819,0.71,0.943,2.40780460093269e-40,"Endo_2","Morf4l1"
"Pdia6.5",1.21263481950196e-44,-0.316931928591114,0.471,0.782,2.47632156490495e-40,"Endo_2","Pdia6"
"Sox5.1",1.29901595544386e-44,-0.268672316463947,0.003,0.147,2.6527204826119e-40,"Endo_2","Sox5"
"Uchl1.3",1.40445722351964e-44,-0.309028226786881,0.065,0.251,2.86804209614946e-40,"Endo_2","Uchl1"
"Adamts12.4",1.68113480100017e-44,-0.29127281906754,0.007,0.154,3.43304537712245e-40,"Endo_2","Adamts12"
"Tap2.1",2.02459918421362e-44,0.968316843014012,0.34,0.223,4.13443399408263e-40,"Endo_2","Tap2"
"Inmt.6",2.23301521215777e-44,-0.867758538921384,0.003,0.147,4.56004036474739e-40,"Endo_2","Inmt"
"Smad3",2.6720410051172e-44,-0.251825330548911,0.011,0.16,5.45657493654984e-40,"Endo_2","Smad3"
"Nav3",2.96429790975662e-44,0.338626878151593,0.11,0.034,6.05339276151399e-40,"Endo_2","Nav3"
"Has1.4",3.01443191319123e-44,-0.984161877386549,0.007,0.152,6.15577140992782e-40,"Endo_2","Has1"
"Rack1.3",3.04031031090024e-44,-0.333684845801038,0.771,0.95,6.20861768588939e-40,"Endo_2","Rack1"
"Gapdh.3",4.00263412374104e-44,-0.311092814788099,0.614,0.904,8.17377914409159e-40,"Endo_2","Gapdh"
"Spata13",4.04824066444323e-44,0.526298508618867,0.162,0.064,8.26691226085952e-40,"Endo_2","Spata13"
"Mmp16",4.94841775778183e-44,-0.257006783061374,0,0.14,1.01051639031663e-39,"Endo_2","Mmp16"
"Tpm4.1",5.49268987073578e-44,0.788363452571043,0.673,0.791,1.12166219850295e-39,"Endo_2","Tpm4"
"Cdk8.1",6.26291217210008e-44,-0.265749753072207,0.073,0.26,1.27894929466456e-39,"Endo_2","Cdk8"
"Mme.3",6.35652412397968e-44,-0.392426286281504,0.004,0.147,1.29806579135789e-39,"Endo_2","Mme"
"Stc2.3",7.64770650361092e-44,-0.36173221422741,0.004,0.147,1.56173814510239e-39,"Endo_2","Stc2"
"Irs1",1.03015273448271e-43,-0.262059052823792,0.003,0.145,2.10367489908715e-39,"Endo_2","Irs1"
"Angpt1.2",2.25064929896509e-43,-0.334329921369146,0.004,0.146,4.59605093341662e-39,"Endo_2","Angpt1"
"Penk.4",2.49852848451314e-43,-0.49548571933788,0.009,0.156,5.10224501822427e-39,"Endo_2","Penk"
"Naaladl2.1",3.38778455745252e-43,-0.263800549855866,0.001,0.139,6.91819484477379e-39,"Endo_2","Naaladl2"
"Rbm39",3.39331193735367e-43,0.540601057007222,0.756,0.882,6.92948230726993e-39,"Endo_2","Rbm39"
"Gm11627.1",3.48612110627302e-43,-0.275482084737778,0.002,0.141,7.11900791112014e-39,"Endo_2","Gm11627"
"Ccdc141.5",5.13846356733263e-43,-0.305323445357881,0.011,0.157,1.049325645085e-38,"Endo_2","Ccdc141"
"Uap1l1",7.25730938571557e-43,-0.254674997987616,0.012,0.159,1.48201514965698e-38,"Endo_2","Uap1l1"
"2900026A02Rik.4",9.18824258414136e-43,0.885148145854154,0.392,0.289,1.87633101810751e-38,"Endo_2","2900026A02Rik"
"Il6ra.4",9.96900021181318e-43,-0.354813488084808,0.01,0.154,2.03576953325437e-38,"Endo_2","Il6ra"
"Art4.3",1.18560497274161e-42,-0.317435502015216,0,0.136,2.42112391483565e-38,"Endo_2","Art4"
"Bmp2.2",1.21798642394622e-42,-0.358889391729974,0.007,0.15,2.48725007634058e-38,"Endo_2","Bmp2"
"Ldlr.1",1.3898350853342e-42,-0.296960870117474,0.032,0.191,2.83818222776097e-38,"Endo_2","Ldlr"
"Id4.3",1.46999435018167e-42,-0.350457914369218,0.013,0.16,3.00187546250598e-38,"Endo_2","Id4"
"Klf7.1",1.67936529710595e-42,0.908898796675362,0.591,0.619,3.42943187322006e-38,"Endo_2","Klf7"
"mt-Nd4.5",1.78364161351798e-42,0.467685720091518,0.972,0.991,3.64237453896507e-38,"Endo_2","mt-Nd4"
"Rbpms2.6",1.78708851911035e-42,-0.28141986148622,0.008,0.151,3.64941346487525e-38,"Endo_2","Rbpms2"
"Slc12a7",2.18272241683681e-42,0.399121375325415,0.116,0.038,4.45733744742244e-38,"Endo_2","Slc12a7"
"Foxs1.1",2.90364304598871e-42,-0.25919430816563,0.002,0.138,5.92952946421354e-38,"Endo_2","Foxs1"
"Rapgef1",3.36631284360298e-42,0.827583994243575,0.305,0.19,6.87434745792164e-38,"Endo_2","Rapgef1"
"Slc5a3.2",3.92008725270427e-42,-0.348250814130484,0.065,0.242,8.00521017874739e-38,"Endo_2","Slc5a3"
"Itga5.4",4.53866672493362e-42,-0.299576576322489,0.125,0.33,9.26841131898694e-38,"Endo_2","Itga5"
"Dtx4.2",5.88963546107384e-42,-0.270288641500813,0.007,0.146,1.20272245750589e-37,"Endo_2","Dtx4"
"Angptl7.4",6.34978203649747e-42,-0.828478912350197,0.006,0.144,1.29668898967315e-37,"Endo_2","Angptl7"
"Optc.6",7.49341757096394e-42,-0.345985281259369,0.006,0.144,1.53023080216655e-37,"Endo_2","Optc"
"Hdnr.1",9.67117971647895e-42,-0.258848688140279,0.004,0.141,1.97495160990217e-37,"Endo_2","Hdnr"
"Lbp.3",1.05212774187242e-41,-0.362546221802323,0.009,0.15,2.14855006167766e-37,"Endo_2","Lbp"
"Btbd3",1.30836436894266e-41,0.711606951458996,0.269,0.154,2.6718108778178e-37,"Endo_2","Btbd3"
"Mfge8.5",2.17251575964553e-41,-0.390463937892265,0.386,0.662,4.43649443277213e-37,"Endo_2","Mfge8"
"Mustn1.6",2.23142406108812e-41,-0.704704912116339,0.124,0.312,4.55679107514806e-37,"Endo_2","Mustn1"
"Serpini1.5",2.87594826216178e-41,-0.304141561735073,0.011,0.152,5.87297394616056e-37,"Endo_2","Serpini1"
"Mtch1.5",3.20328985037055e-41,-0.327117991731528,0.416,0.704,6.54143820344171e-37,"Endo_2","Mtch1"
"Rnf213.1",4.38149815886604e-41,0.930247007028064,0.317,0.199,8.94745739022034e-37,"Endo_2","Rnf213"
"Impdh1",4.60294774490064e-41,0.639233968222721,0.216,0.107,9.3996795898616e-37,"Endo_2","Impdh1"
"Tecpr1",4.86669023604395e-41,0.757542695921809,0.246,0.133,9.93826813102536e-37,"Endo_2","Tecpr1"
"Cdh6.6",5.34749622623913e-41,-0.374760043492532,0.004,0.139,1.09201220436029e-36,"Endo_2","Cdh6"
"Ddx5.1",9.37401660468111e-41,0.3585713181946,0.928,0.971,1.91426793084193e-36,"Endo_2","Ddx5"
"Ednra.2",1.27447937777166e-40,-0.286219212378611,0.006,0.141,2.6026143373475e-36,"Endo_2","Ednra"
"Atp1b2.2",1.32649439160949e-40,-0.28999603591482,0.02,0.165,2.70883419710573e-36,"Endo_2","Atp1b2"
"Zfhx4.3",1.3352836465788e-40,-0.302094586642164,0.001,0.131,2.72678273467857e-36,"Endo_2","Zfhx4"
"Ifi205.6",1.76110402343946e-40,-0.724391211431374,0.002,0.134,3.59635052626573e-36,"Endo_2","Ifi205"
"Man2b1.3",2.00324762570442e-40,-0.275322049856748,0.114,0.313,4.090831976451e-36,"Endo_2","Man2b1"
"Cep85l",2.22319526589711e-40,0.848900313813298,0.301,0.188,4.53998705248848e-36,"Endo_2","Cep85l"
"Gask1b.4",2.57719970961069e-40,-0.257329278061123,0.302,0.567,5.262899526996e-36,"Endo_2","Gask1b"
"Mamdc2",2.71968703003893e-40,-0.266671503720882,0.002,0.132,5.5538728840425e-36,"Endo_2","Mamdc2"
"Stard4",3.52995841207079e-40,0.489219284975782,0.15,0.06,7.20852807328975e-36,"Endo_2","Stard4"
"Mapk3",4.14180717522429e-40,0.929454343022543,0.466,0.415,8.45798443252553e-36,"Endo_2","Mapk3"
"Cotl1.4",4.62561413807168e-40,-0.481962131619599,0.019,0.161,9.44596663135619e-36,"Endo_2","Cotl1"
"Ptn.4",5.82850706955526e-40,-1.01702135218955,0.007,0.141,1.19023942867388e-35,"Endo_2","Ptn"
"Hdac7.2",7.766495130046e-40,0.819398819284627,0.384,0.283,1.58599597050669e-35,"Endo_2","Hdac7"
"F2r.5",1.10379134236492e-39,-0.293434019602985,0.155,0.362,2.25405230024341e-35,"Endo_2","F2r"
"Hyal2",1.45261504352296e-39,0.551658809690633,0.172,0.075,2.96638518037823e-35,"Endo_2","Hyal2"
"Plpp6",2.33985283613652e-39,0.502943772852125,0.144,0.057,4.77821347667439e-35,"Endo_2","Plpp6"
"Ryr2.3",2.44079298221305e-39,-0.269250432720297,0.002,0.131,4.98434334897727e-35,"Endo_2","Ryr2"
"S100a16.2",2.56365670062552e-39,0.809657567125999,0.576,0.597,5.23524334834737e-35,"Endo_2","S100a16"
