"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Chn2",1.2322560957147e-281,0.251517486604475,0.214,0.044,2.51639017305898e-277,"Fib_1","Chn2"
"Sgcg.1",8.36256082121558e-281,-1.02241543352083,0.004,0.302,1.70771854530043e-276,"Fib_1","Sgcg"
"Mustn1.1",2.10046045727883e-280,-1.75598334004816,0.107,0.408,4.2893502998091e-276,"Fib_1","Mustn1"
"Pmp22.1",3.48096747477884e-279,0.593733051572049,0.954,0.789,7.10848368024587e-275,"Fib_1","Pmp22"
"Ybx3.1",4.32618916358899e-279,0.543260420436418,0.931,0.796,8.83451089096508e-275,"Fib_1","Ybx3"
"Serpinb6a.1",2.13714352546931e-277,0.477402802873009,0.97,0.847,4.36426079336087e-273,"Fib_1","Serpinb6a"
"Cdo1.1",4.0674869285509e-277,-0.926879062175832,0.075,0.389,8.3062150567938e-273,"Fib_1","Cdo1"
"Aqp1.1",9.47785584146566e-276,-1.46167633601232,0.016,0.314,1.9354729413857e-271,"Fib_1","Aqp1"
"Ly6a.1",3.76809223316863e-275,0.426549177008856,0.8,0.414,7.69482114935365e-271,"Fib_1","Ly6a"
"Enpp6",1.2133955506854e-273,0.3448059229865,0.226,0.05,2.47787505405465e-269,"Fib_1","Enpp6"
"Ptger4.1",1.24980070965583e-273,0.362691199104111,0.339,0.106,2.55221802918818e-269,"Fib_1","Ptger4"
"Rplp0.1",2.3779841964982e-273,0.314943130619648,0.996,0.985,4.85608152766898e-269,"Fib_1","Rplp0"
"Srpx2",7.28415770693157e-273,0.424979991215671,0.403,0.155,1.4874978453325e-268,"Fib_1","Srpx2"
"Cxcl14",1.5684582283755e-272,1.29825928011994,0.109,0.009,3.20294854816561e-268,"Fib_1","Cxcl14"
"Sox9.1",3.54214913927069e-272,0.50814368520961,0.57,0.263,7.23342275730468e-268,"Fib_1","Sox9"
"Ntf3.1",4.27929991412319e-272,-0.643612771398688,0.08,0.397,8.73875835463097e-268,"Fib_1","Ntf3"
"Plcb4.1",9.85394453732558e-272,-1.08187789415866,0.385,0.629,2.01227401396726e-267,"Fib_1","Plcb4"
"Pcdh7.1",3.66646029158737e-270,-1.4868540628211,0.289,0.551,7.48727856145056e-266,"Fib_1","Pcdh7"
"Mtch1.1",3.91825463627351e-270,0.521889352122722,0.955,0.813,8.00146779273414e-266,"Fib_1","Mtch1"
"Vav3.1",3.01690991286702e-269,0.405662237288221,0.436,0.177,6.16083173306575e-265,"Fib_1","Vav3"
"Tmsb10.1",3.08312299868321e-269,0.416214853207027,0.989,0.875,6.29604547561099e-265,"Fib_1","Tmsb10"
"Tpm2.1",3.37136179463349e-268,-3.28899170151467,0.421,0.627,6.88465792082105e-264,"Fib_1","Tpm2"
"Calm1.1",1.03299866418196e-267,-0.656686810063031,0.97,0.968,2.10948657212598e-263,"Fib_1","Calm1"
"Rcan2.1",1.08675682863616e-267,-0.988554138522123,0.051,0.346,2.21926611975791e-263,"Fib_1","Rcan2"
"Ntrk3.1",2.29748512402378e-266,-0.628828289400966,0.048,0.35,4.69169437176895e-262,"Fib_1","Ntrk3"
"Pcdh9",3.35687262321711e-266,0.352087160743773,0.341,0.114,6.85506958387166e-262,"Fib_1","Pcdh9"
"Vit.1",5.74944343503027e-266,0.482667738793764,0.585,0.282,1.17409384386753e-261,"Fib_1","Vit"
"B3gnt8",5.4960775296824e-263,0.310822444985885,0.332,0.11,1.12235399233644e-258,"Fib_1","B3gnt8"
"Dbn1.1",1.36377326250904e-259,0.485658180514906,0.502,0.24,2.7849613793697e-255,"Fib_1","Dbn1"
"Tmod2.1",1.57808180237779e-259,0.371513550181613,0.456,0.19,3.22260084863569e-255,"Fib_1","Tmod2"
"Cilp.1",1.87174434673372e-259,1.31104286431832,0.306,0.098,3.82228913046493e-255,"Fib_1","Cilp"
"Myom1.1",2.4648997694691e-259,-1.20342156239599,0.026,0.31,5.03357181923286e-255,"Fib_1","Myom1"
"Steap3.1",6.45115717910218e-259,0.47193674709909,0.652,0.352,1.31739080754446e-254,"Fib_1","Steap3"
"Mndal.1",1.41646824206977e-258,0.366262276210327,0.445,0.172,2.89256979713067e-254,"Fib_1","Mndal"
"Sh3bgr.1",2.99677523589313e-257,-1.2402480118333,0.061,0.347,6.11971470921736e-253,"Fib_1","Sh3bgr"
"Pdlim2.1",2.3279981291987e-256,0.52789091080927,0.892,0.661,4.75400497963666e-252,"Fib_1","Pdlim2"
"Cbr2.1",8.82135837904821e-256,-0.957332601878351,0.008,0.285,1.80140959458544e-251,"Fib_1","Cbr2"
"Apoe.1",9.2912749967595e-254,0.997858021040722,0.946,0.854,1.89737126708826e-249,"Fib_1","Apoe"
"Gpx1.1",1.29223843502521e-253,-0.767527029312662,0.798,0.862,2.63888010816499e-249,"Fib_1","Gpx1"
"Ssc5d.1",2.36180466712349e-253,0.340894645613292,0.367,0.134,4.82304131073287e-249,"Fib_1","Ssc5d"
"Tinagl1.1",1.42694127015428e-252,-1.05366144354069,0.007,0.281,2.91395676778206e-248,"Fib_1","Tinagl1"
"Cyp27a1.1",1.46704154132549e-252,0.389295735803195,0.486,0.218,2.99584553154077e-248,"Fib_1","Cyp27a1"
"Zeb2.1",1.67275037617866e-252,0.445297377355147,0.877,0.638,3.41592354319443e-248,"Fib_1","Zeb2"
"Aldh1a1.1",3.23023076627599e-251,0.334965349145691,0.735,0.387,6.59645424781219e-247,"Fib_1","Aldh1a1"
"Limch1.1",5.90797006199489e-247,-1.08204479806997,0.162,0.439,1.20646656635998e-242,"Fib_1","Limch1"
"Hspb6.1",1.19762083698173e-246,-0.782395956337658,0.025,0.3,2.44566151120039e-242,"Fib_1","Hspb6"
"Cped1.1",4.54669512690447e-246,-1.00367051331194,0.809,0.815,9.28480611865163e-242,"Fib_1","Cped1"
"Thsd7a",1.11281264206581e-244,0.384122918926258,0.324,0.109,2.27247469636259e-240,"Fib_1","Thsd7a"
"Rbpms.1",2.54632920512277e-243,-1.23333146848937,0.63,0.745,5.1998588697812e-239,"Fib_1","Rbpms"
"Qpct.1",6.09220229788364e-243,0.438243484315981,0.753,0.456,1.24408863125082e-238,"Fib_1","Qpct"
"Epha3.1",1.34011194675529e-241,-0.665072187024421,0.041,0.321,2.73664260646897e-237,"Fib_1","Epha3"
"Susd5.1",4.66295452601245e-241,-0.779470645394169,0.004,0.268,9.52221943757002e-237,"Fib_1","Susd5"
"Sntb2.1",2.35512050584833e-240,0.491918097495315,0.829,0.591,4.80939158499288e-236,"Fib_1","Sntb2"
"Slc16a2.1",3.19196809178702e-240,0.504039139709146,0.652,0.369,6.51831804023828e-236,"Fib_1","Slc16a2"
"Igfbp6.1",3.50715435295141e-240,0.369105716150266,0.637,0.317,7.16195990416207e-236,"Fib_1","Igfbp6"
"Irag1.1",4.05997529565154e-240,-0.732744770178821,0.031,0.304,8.29087555125002e-236,"Fib_1","Irag1"
"Mfge8.1",4.72664092315433e-240,-0.872956978799045,0.702,0.785,9.65227342917345e-236,"Fib_1","Mfge8"
"Ppp3ca.1",9.16879337694539e-240,0.447021618621013,0.782,0.529,1.87235929550602e-235,"Fib_1","Ppp3ca"
"Lamp2.1",4.52283807198804e-238,0.458684941231795,0.952,0.805,9.23608762680677e-234,"Fib_1","Lamp2"
"Bcam.1",2.30378296230548e-237,-0.994368539082413,0.089,0.362,4.70455518732402e-233,"Fib_1","Bcam"
"Lrrn2",9.60223294326763e-237,0.253440595436144,0.281,0.086,1.96087198934468e-232,"Fib_1","Lrrn2"
"Rpl17",9.92915823796651e-237,0.309008007063739,0.996,0.983,2.02763340377514e-232,"Fib_1","Rpl17"
"Hacd4",1.37028574368156e-236,-0.479740892694154,0.043,0.321,2.79826051717211e-232,"Fib_1","Hacd4"
"Rps19.1",2.00397412616279e-236,0.287011448978287,0.998,0.987,4.09231556303703e-232,"Fib_1","Rps19"
"Tm4sf1.1",1.35428420149143e-235,-1.2727911969679,0.823,0.83,2.76558376786566e-231,"Fib_1","Tm4sf1"
"Islr.1",4.25989654893963e-234,0.540938304278935,0.915,0.69,8.69913474258962e-230,"Fib_1","Islr"
"Septin8.1",4.50802508908622e-234,0.463975950775421,0.647,0.388,9.20583803442296e-230,"Fib_1","Septin8"
"Zfp36l1.1",7.65662954646808e-234,0.670685584599255,0.951,0.83,1.56356031968425e-229,"Fib_1","Zfp36l1"
"Piezo2",1.27300618462199e-233,0.334705869676514,0.297,0.095,2.59960592961657e-229,"Fib_1","Piezo2"
"Mcam.1",1.56388260408252e-233,-0.74576106054711,0.012,0.272,3.19360466579692e-229,"Fib_1","Mcam"
"Raph1.1",9.0726613910746e-233,0.524829639701715,0.741,0.479,1.85272818267134e-228,"Fib_1","Raph1"
"Oxnad1",4.45502670160739e-232,0.432743342737476,0.414,0.181,9.09761002735245e-228,"Fib_1","Oxnad1"
"Uap1.1",6.26665170059996e-232,0.624111489954796,0.718,0.47,1.27971294377952e-227,"Fib_1","Uap1"
"Rpl23.1",9.46416523040907e-232,0.267265391779433,0.999,0.993,1.93267718170184e-227,"Fib_1","Rpl23"
"Rps5",2.19573252973367e-231,0.295509218916377,0.998,0.986,4.48390539896914e-227,"Fib_1","Rps5"
"Ecm1.1",6.69368859531837e-231,0.537635803546668,0.949,0.781,1.36691814804996e-226,"Fib_1","Ecm1"
"Sfrp2.1",3.54387775805969e-230,-1.9809110074524,0.182,0.467,7.2369527697337e-226,"Fib_1","Sfrp2"
"Jam2.1",2.29241930532925e-229,0.256432599896497,0.561,0.275,4.68134946341287e-225,"Fib_1","Jam2"
"Fmo2.1",3.18139795011938e-229,-1.19326571464535,0.759,0.779,6.49673275393878e-225,"Fib_1","Fmo2"
"Thsd4.1",3.85560292829906e-229,-0.669157113454232,0.009,0.264,7.8735267398795e-225,"Fib_1","Thsd4"
"Rtkn",3.06964998866966e-228,0.259581276042792,0.283,0.091,6.26853224186232e-224,"Fib_1","Rtkn"
"Col18a1.1",1.72110687268297e-227,-1.46275792698352,0.16,0.416,3.51467234470588e-223,"Fib_1","Col18a1"
"Rps28.1",2.17363832578992e-227,0.328943333879607,0.996,0.977,4.4387868250956e-223,"Fib_1","Rps28"
"Arhgap21.1",2.66102972556631e-227,0.428356341710275,0.602,0.341,5.43408880257895e-223,"Fib_1","Arhgap21"
"Mtus2.1",3.00599282346534e-226,-0.693654465781297,0.029,0.289,6.13853794479857e-222,"Fib_1","Mtus2"
"Lgr6.1",9.55456341863972e-226,-0.568945907641445,0.003,0.252,1.95113739572042e-221,"Fib_1","Lgr6"
"Ccdc3.1",2.58351740963529e-225,-0.665266007329109,0.052,0.322,5.27580090221622e-221,"Fib_1","Ccdc3"
"Nox4.1",3.58613971842189e-225,-0.794343953277226,0.253,0.521,7.32325591898935e-221,"Fib_1","Nox4"
"Angpt1",9.60900710894157e-225,0.364570293599237,0.344,0.129,1.96225534171696e-220,"Fib_1","Angpt1"
"Wfdc1.1",1.82848057193816e-224,-0.712829067171505,0.414,0.634,3.73394017595492e-220,"Fib_1","Wfdc1"
"Mxra8.1",1.57633584343011e-223,0.451842559686007,0.912,0.72,3.21903542586863e-219,"Fib_1","Mxra8"
"Ces1d.1",7.96400454455787e-223,0.346592084071591,0.298,0.099,1.62632936804416e-218,"Fib_1","Ces1d"
"Sh3d19.1",4.89355141702793e-222,0.442113308258015,0.713,0.456,9.99312134871274e-218,"Fib_1","Sh3d19"
"Kcnmb1.1",2.09429059633843e-221,-0.641666103820242,0.003,0.248,4.27675082678272e-217,"Fib_1","Kcnmb1"
"Serpinb6b.1",2.37527951025692e-221,-0.547221939514657,0.019,0.274,4.85055828789566e-217,"Fib_1","Serpinb6b"
"Lsp1.1",4.0765484272053e-221,0.30911740933532,0.652,0.374,8.32471954319594e-217,"Fib_1","Lsp1"
"Nupr1",5.24377400169393e-221,-1.11089504599849,0.873,0.847,1.07083108888592e-216,"Fib_1","Nupr1"
"Pla2g4a",2.4627241453788e-220,0.47288013547405,0.645,0.399,5.02912897727804e-216,"Fib_1","Pla2g4a"
"Mindy2.1",4.12415179779107e-220,0.367457910254112,0.545,0.277,8.42193038626914e-216,"Fib_1","Mindy2"
"Egr2.1",6.65330679562259e-220,0.378590715974597,0.344,0.129,1.35867178073409e-215,"Fib_1","Egr2"
"Tent5a.1",2.43889080952366e-219,0.577080763888876,0.681,0.414,4.98045892212827e-215,"Fib_1","Tent5a"
"Spint2.1",3.42437600621465e-219,-0.527066286207902,0.004,0.247,6.99291824229094e-215,"Fib_1","Spint2"
"Pcp4l1.1",5.45899676880592e-219,-0.741982084135092,0.007,0.252,1.11478173015786e-214,"Fib_1","Pcp4l1"
"Fstl1.1",7.75794358656426e-219,0.553700724206609,0.987,0.858,1.58424965981229e-214,"Fib_1","Fstl1"
"Fbxl22.1",1.27356885725242e-218,-0.931730490412007,0.018,0.267,2.60075496339517e-214,"Fib_1","Fbxl22"
"Slc1a5.1",3.45159783362856e-218,0.433484839009833,0.647,0.382,7.04850793605289e-214,"Fib_1","Slc1a5"
"Col4a4.1",6.27100539233471e-218,0.383248584806787,0.592,0.306,1.28060201116867e-213,"Fib_1","Col4a4"
"Rcn1.1",1.48622840842898e-217,0.433290381267177,0.81,0.547,3.03502703285281e-213,"Fib_1","Rcn1"
"Plin4.1",2.00443463331333e-217,-0.545023121791436,0.034,0.291,4.09325596468915e-213,"Fib_1","Plin4"
"Prdm6.1",9.72884860932693e-217,-0.425952389069196,0.047,0.312,1.98672817451065e-212,"Fib_1","Prdm6"
"Nav2.1",2.27048998615059e-216,-0.539317654542395,0.067,0.34,4.63656760071811e-212,"Fib_1","Nav2"
"Dsp.1",3.41085232887217e-215,-0.658550267309624,0.029,0.282,6.96530154078985e-211,"Fib_1","Dsp"
"Xdh.1",4.7769722054579e-213,0.336895562531405,0.64,0.338,9.75505494076557e-209,"Fib_1","Xdh"
"Anxa5.1",5.08545949631211e-213,0.422819336918617,0.987,0.925,1.0385016837419e-208,"Fib_1","Anxa5"
"1700019D03Rik.1",5.35561368555236e-213,0.32438750943377,0.404,0.169,1.09366987072665e-208,"Fib_1","1700019D03Rik"
"Entpd1.1",1.00466325021726e-212,-0.59990145466979,0.061,0.319,2.05162282326866e-208,"Fib_1","Entpd1"
"eYFP.1",1.10451627120345e-212,0.587841716117729,0.647,0.357,2.25553267742456e-208,"Fib_1","eYFP"
"Rps9",6.578873880748e-212,0.260271756180219,0.997,0.983,1.34347183518755e-207,"Fib_1","Rps9"
"Pls3.1",8.2644537853342e-212,-1.03839568291303,0.706,0.769,1.6876841075031e-207,"Fib_1","Pls3"
"Plekho1.1",4.97705461364334e-211,-0.523118275685368,0.016,0.258,1.01636432265211e-206,"Fib_1","Plekho1"
"Cav2.1",5.79519338698949e-211,-0.69037592203864,0.142,0.411,1.18343644155712e-206,"Fib_1","Cav2"
"Pgm5.1",2.87953380810515e-208,-0.514174400824235,0.003,0.236,5.88029598953153e-204,"Fib_1","Pgm5"
"D630003M21Rik",3.43496758410575e-208,0.271756407337327,0.263,0.083,7.01454730350234e-204,"Fib_1","D630003M21Rik"
"Thbs3.1",4.50702346929993e-208,0.381379355358342,0.567,0.313,9.20379262665739e-204,"Fib_1","Thbs3"
"Htra4.1",4.98749104076038e-208,0.426785224266321,0.34,0.132,1.01849554543368e-203,"Fib_1","Htra4"
"Lhfpl2",9.58611263723596e-208,0.263950358702656,0.263,0.084,1.95758006164995e-203,"Fib_1","Lhfpl2"
"Cd302.1",1.1677814664263e-207,0.338253298865143,0.944,0.694,2.38472653258915e-203,"Fib_1","Cd302"
"Myocd.1",1.89311091425571e-207,-0.553243090198254,0.003,0.236,3.86592179800158e-203,"Fib_1","Myocd"
"Tes.1",5.39682172935226e-207,-0.587417645991079,0.003,0.235,1.10208496535103e-202,"Fib_1","Tes"
"Wipf1.1",2.6248804718214e-206,0.424046360520082,0.695,0.457,5.36026841150647e-202,"Fib_1","Wipf1"
"Rpsa.1",4.04373521977944e-205,0.262181712627503,0.999,0.986,8.2577116923116e-201,"Fib_1","Rpsa"
"Gm12840.1",1.55573557856472e-204,1.08787680455743,0.636,0.408,3.17696762498702e-200,"Fib_1","Gm12840"
"Itm2a.1",6.54885984913277e-204,0.362470475793994,0.536,0.27,1.3373426697914e-199,"Fib_1","Itm2a"
"Mfap5.1",1.16616927979975e-203,0.562975379685672,0.96,0.764,2.38143428627907e-199,"Fib_1","Mfap5"
"Lgals3bp.1",1.93228879151754e-203,0.38777733603762,0.511,0.26,3.94592694115797e-199,"Fib_1","Lgals3bp"
"Eln.1",1.12153923513242e-202,-1.54448091414567,0.647,0.736,2.29029527206392e-198,"Fib_1","Eln"
"Nfix.1",4.70827771314277e-202,0.421278798292443,0.979,0.858,9.61477391800886e-198,"Fib_1","Nfix"
"Apod.1",3.6307213118147e-201,-1.5368499690545,0.303,0.107,7.4142959908568e-197,"Fib_1","Apod"
"Stk17b.1",6.64334740364057e-201,-0.650654815434351,0.237,0.504,1.35663797329744e-196,"Fib_1","Stk17b"
"Matn2.1",2.24508865951378e-200,0.339045275146734,0.738,0.454,4.5846955515931e-196,"Fib_1","Matn2"
"Kitl",1.82649023658809e-199,-0.842481660286919,0.099,0.359,3.72987571213653e-195,"Fib_1","Kitl"
"Mylk4.1",1.07254107174847e-198,-0.927114060901848,0.004,0.228,2.19023612261755e-194,"Fib_1","Mylk4"
"Gpr153.1",1.64872075302082e-198,0.359764789152166,0.513,0.267,3.36685264974381e-194,"Fib_1","Gpr153"
"Fbln5",4.67072488187172e-198,-1.0424596508844,0.841,0.812,9.53808728127024e-194,"Fib_1","Fbln5"
"1190005I06Rik.1",5.12005489185127e-198,-0.624415981985445,0.022,0.254,1.04556640946495e-193,"Fib_1","1190005I06Rik"
"Timp1.1",5.53368268078087e-198,0.456044150953732,0.655,0.381,1.13003334024226e-193,"Fib_1","Timp1"
"Fez1",1.61695276772638e-197,-0.683736345002735,0.216,0.474,3.30197924697405e-193,"Fib_1","Fez1"
"Adgrl2.1",2.02344524464989e-197,-0.557202872355559,0.111,0.37,4.13207753409954e-193,"Fib_1","Adgrl2"
"Glipr2",2.74669900467082e-197,0.285341720455238,0.384,0.166,5.60903403743827e-193,"Fib_1","Glipr2"
"Igf1.1",1.81070142573683e-196,0.265842449533368,0.819,0.476,3.69763338149718e-192,"Fib_1","Igf1"
"Ccng2",7.67057690991257e-196,0.319286118477502,0.412,0.191,1.56640851077325e-191,"Fib_1","Ccng2"
"Phldb1.1",7.77730025486937e-196,0.384723291050597,0.579,0.34,1.58820248504687e-191,"Fib_1","Phldb1"
"Gas5.1",2.38522423569001e-195,0.406442308140543,0.974,0.897,4.87086641170257e-191,"Fib_1","Gas5"
"Ssh2.1",2.67419583073821e-195,0.389383014406267,0.654,0.405,5.4609753059505e-191,"Fib_1","Ssh2"
"Tcap.1",4.2051142826677e-195,-1.1045137496361,0.019,0.247,8.58726387663572e-191,"Fib_1","Tcap"
"Dmpk.1",9.82621781157621e-195,-0.737853455346024,0.176,0.419,2.00661193930198e-190,"Fib_1","Dmpk"
"Adamts12.1",9.90215012147599e-195,0.27129983895776,0.347,0.14,2.02211807630661e-190,"Fib_1","Adamts12"
"Fry.1",1.13645020926574e-194,-0.584402311348976,0.199,0.46,2.32074497234156e-190,"Fib_1","Fry"
"Ncald",6.02782875253609e-194,0.322482446900783,0.361,0.153,1.23094290955539e-189,"Fib_1","Ncald"
"Tns1.1",1.14841837691378e-193,-1.15328880610241,0.751,0.788,2.34518516749564e-189,"Fib_1","Tns1"
"Col6a3.1",2.50997289102842e-193,0.57268390539703,0.781,0.584,5.12561564076913e-189,"Fib_1","Col6a3"
"Kcnma1.1",1.21064525335328e-192,-0.435922166971672,0.015,0.24,2.47225867187273e-188,"Fib_1","Kcnma1"
"Smtn.1",2.25546893342753e-192,-1.02948463002953,0.291,0.501,4.60589310895235e-188,"Fib_1","Smtn"
"Arhgap32",7.92573584144818e-192,0.279460362855851,0.36,0.155,1.61851451618213e-187,"Fib_1","Arhgap32"
"E030013I19Rik.1",8.71717120387892e-192,-0.590614328068186,0.006,0.226,1.78013353154411e-187,"Fib_1","E030013I19Rik"
"Nrip1.1",1.40825154014359e-191,0.397121344252074,0.907,0.697,2.87579047012723e-187,"Fib_1","Nrip1"
"9330159F19Rik.1",1.75412116991481e-191,0.287289269532713,0.302,0.111,3.58209084108304e-187,"Fib_1","9330159F19Rik"
"Kcnab1.1",3.37458117123516e-191,-0.601545356902949,0.031,0.26,6.89123220977932e-187,"Fib_1","Kcnab1"
"Angptl2",3.86868197106929e-191,0.476730251760067,0.537,0.312,7.9002354531206e-187,"Fib_1","Angptl2"
"Jpt1.1",1.21492712441929e-187,0.376402815147525,0.698,0.448,2.48100268077663e-183,"Fib_1","Jpt1"
"Rps2",2.73592430462733e-187,0.259267258994261,0.997,0.986,5.58703102247948e-183,"Fib_1","Rps2"
"Npy1r.1",5.0801380303656e-187,-0.775112837611679,0.04,0.27,1.03741498718096e-182,"Fib_1","Npy1r"
"Lox",1.69110007405825e-186,-0.764607482742501,0.256,0.505,3.45339546123436e-182,"Fib_1","Lox"
"Dmd.1",1.9070329906854e-186,-1.14608513319019,0.361,0.535,3.89435207027865e-182,"Fib_1","Dmd"
"S100a4.1",1.93480691535774e-186,-1.13234068968922,0.494,0.676,3.95106920185204e-182,"Fib_1","S100a4"
"Zfp592",3.48567946042549e-186,0.315075552359408,0.474,0.246,7.1181060261349e-182,"Fib_1","Zfp592"
"Pdgfrl.1",9.18718552915278e-186,0.375779629445708,0.672,0.378,1.87611515690829e-181,"Fib_1","Pdgfrl"
"Dstn.1",2.26012871316115e-185,-1.7812157843845,0.963,0.93,4.61540884514638e-181,"Fib_1","Dstn"
"Ltbp1.1",4.13177856609708e-185,-0.887834677780363,0.6,0.699,8.43750500982684e-181,"Fib_1","Ltbp1"
"Pcolce2.1",8.01322668179172e-185,0.347262011678003,0.906,0.573,1.63638102068869e-180,"Fib_1","Pcolce2"
"Cyth3",8.7641839894411e-185,0.525783618001921,0.819,0.638,1.78973401248377e-180,"Fib_1","Cyth3"
"Tcf4.1",2.14753026896405e-183,0.392779183921617,0.947,0.806,4.38547156225149e-179,"Fib_1","Tcf4"
"C1ra.1",3.23131742955332e-182,0.425528920106599,0.775,0.475,6.59867332289082e-178,"Fib_1","C1ra"
"Gas7.1",3.49483932430197e-182,0.324822094647033,0.539,0.287,7.13681138415705e-178,"Fib_1","Gas7"
"Lima1.1",5.30823799196264e-182,0.384135335074962,0.762,0.496,1.08399528033869e-177,"Fib_1","Lima1"
"Ldb3.1",6.2245113104697e-181,-0.451231673377325,0.008,0.219,1.27110745471102e-176,"Fib_1","Ldb3"
"Egr1.1",1.29697067876988e-180,0.511295584847912,0.982,0.905,2.64854382311598e-176,"Fib_1","Egr1"
"Sorl1.1",1.38081240252127e-180,-0.69824192589336,0.113,0.347,2.81975700718869e-176,"Fib_1","Sorl1"
"Gm13889.1",3.59548864688604e-180,-0.769251310591552,0.031,0.252,7.34234736580599e-176,"Fib_1","Gm13889"
"Sod3.1",2.70909891551378e-179,-0.755371458892731,0.816,0.798,5.5322508953707e-175,"Fib_1","Sod3"
"Scube3.1",4.81250511170815e-179,-0.463975575084811,0.004,0.21,9.82761668861921e-175,"Fib_1","Scube3"
"Zyx.1",6.71775957526465e-179,-0.745992127718525,0.651,0.741,1.37183368286479e-174,"Fib_1","Zyx"
"Flna.1",1.11013389343386e-178,-1.8174927810651,0.758,0.791,2.26700442378129e-174,"Fib_1","Flna"
"Itm2b.1",1.90426347692129e-178,0.268167295392276,0.999,0.989,3.88869644622097e-174,"Fib_1","Itm2b"
"Serf2.1",2.6899268709612e-178,-0.380469208609596,0.989,0.968,5.49309966318986e-174,"Fib_1","Serf2"
"Selenbp1.1",4.78770359230579e-178,0.467275498626209,0.613,0.393,9.77696950584766e-174,"Fib_1","Selenbp1"
"Nfia",5.56113972670355e-177,0.40792945521367,0.975,0.854,1.13564034359013e-172,"Fib_1","Nfia"
"Junb.1",2.80389625256374e-176,0.546307213319993,0.978,0.92,5.72583653736041e-172,"Fib_1","Junb"
"Trf.1",8.23988721185009e-176,0.255643963935298,0.483,0.238,1.68266736753191e-171,"Fib_1","Trf"
"Igsf10.1",3.44037867358293e-175,0.317155846398105,0.56,0.295,7.0255972893237e-171,"Fib_1","Igsf10"
"Gem.1",1.40904830087855e-174,0.662911058841818,0.761,0.558,2.87741753522409e-170,"Fib_1","Gem"
"Nfic.1",2.18764399841064e-174,0.455124567043679,0.93,0.796,4.46738780915436e-170,"Fib_1","Nfic"
"Cpq",3.3929410200035e-174,0.394271899107244,0.833,0.631,6.92872485694914e-170,"Fib_1","Cpq"
"Map1b.1",1.17565952720491e-172,-1.26125599514216,0.702,0.747,2.40081432050515e-168,"Fib_1","Map1b"
"Ybx1.1",1.50247991159124e-172,-0.428082055086204,0.982,0.957,3.06821422746047e-168,"Fib_1","Ybx1"
"Aebp1.1",7.25508574350809e-171,-0.870443049825619,0.922,0.83,1.48156105968179e-166,"Fib_1","Aebp1"
"F2r.1",1.96922781537477e-170,0.46297205365277,0.585,0.354,4.02136012177682e-166,"Fib_1","F2r"
"Cblb.1",2.26921319915819e-170,0.321193183892113,0.493,0.27,4.63396027400094e-166,"Fib_1","Cblb"
"Zfp385a.1",3.1076470925117e-170,0.295010616052619,0.35,0.151,6.34612612761813e-166,"Fib_1","Zfp385a"
"Actg2.1",3.35637479610502e-170,-0.99495662532198,0.004,0.202,6.85405297112607e-166,"Fib_1","Actg2"
"Sorbs2.1",2.17776124194119e-169,-0.486567399762248,0.009,0.21,4.4472062321681e-165,"Fib_1","Sorbs2"
"Cxcl16.1",2.353724084803e-169,0.28498170461655,0.53,0.289,4.8065399535762e-165,"Fib_1","Cxcl16"
"Igfbp3",1.32631822495238e-168,0.966704193014083,0.193,0.056,2.70847444717525e-164,"Fib_1","Igfbp3"
"Cd47.1",4.23183484241707e-168,0.337200578210052,0.962,0.852,8.64182993169989e-164,"Fib_1","Cd47"
"Actb.1",4.26444979952186e-168,-0.595296594240288,0.999,0.998,8.70843293560359e-164,"Fib_1","Actb"
"Mturn",1.2665106000448e-167,0.277549366865518,0.366,0.168,2.58634129635149e-163,"Fib_1","Mturn"
"Loxl1.1",3.34280036074108e-167,0.391522480901429,0.917,0.715,6.82633261666937e-163,"Fib_1","Loxl1"
"Wif1.1",8.54858320156066e-167,-1.21916113719989,0.018,0.22,1.7457061755907e-162,"Fib_1","Wif1"
"Lamc3.1",1.61171787849519e-166,-0.624902948378967,0.019,0.222,3.29128907967502e-162,"Fib_1","Lamc3"
"Tln2.1",1.27739070176022e-164,0.259629509061831,0.379,0.178,2.60855955206454e-160,"Fib_1","Tln2"
"Msrb1.1",2.39638123837104e-163,-0.925630728387833,0.359,0.544,4.89365012687749e-159,"Fib_1","Msrb1"
"Tmem119.1",2.92235200389012e-163,0.319902934696939,0.528,0.277,5.96773502714402e-159,"Fib_1","Tmem119"
"Cnn2.1",5.92349303951896e-163,-0.547348087746315,0.355,0.576,1.20963651360017e-158,"Fib_1","Cnn2"
"Il6st.1",7.11344272288089e-163,0.35571081425334,0.872,0.661,1.45263613843951e-158,"Fib_1","Il6st"
"Ggt5",9.75521627816094e-163,0.252138969653254,0.213,0.069,1.99211271616324e-158,"Fib_1","Ggt5"
"Optc.1",1.40996844500203e-162,-0.464208959114079,0.01,0.204,2.87929656153865e-158,"Fib_1","Optc"
"Mme.1",1.53674292045759e-162,0.403794902878521,0.301,0.124,3.13818271786644e-158,"Fib_1","Mme"
"Klf4.1",1.75862167407997e-162,0.446719633943998,0.968,0.809,3.59128132063871e-158,"Fib_1","Klf4"
"Adamts2.1",4.79256256528455e-162,0.283081176149212,0.861,0.609,9.78689201456758e-158,"Fib_1","Adamts2"
