"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Maged2.1",6.72870969514929e-162,0.499229592413246,0.718,0.518,1.37406980684644e-157,"Fib_1","Maged2"
"Cox4i1.1",1.75538863207357e-161,-0.377932160661949,0.981,0.96,3.58467912555744e-157,"Fib_1","Cox4i1"
"Meg3.1",8.94069951481397e-161,0.5668904025522,0.888,0.648,1.82578024792016e-156,"Fib_1","Meg3"
"Slmap.1",1.09370320676553e-160,-1.0672082792121,0.401,0.558,2.2334513185359e-156,"Fib_1","Slmap"
"Ppp1r12a.1",1.30003038632981e-160,-1.24790834659846,0.622,0.707,2.6547920519241e-156,"Fib_1","Ppp1r12a"
"Itga9.1",1.89846731513275e-160,-0.79033176198149,0.324,0.515,3.87686010423259e-156,"Fib_1","Itga9"
"Bhlhe40.1",3.00274444477495e-160,0.519240162111053,0.671,0.416,6.13190443067493e-156,"Fib_1","Bhlhe40"
"Fgl2.1",2.48932811134552e-158,0.728344275672493,0.87,0.689,5.08345693617868e-154,"Fib_1","Fgl2"
"Mtss1.1",3.92103718770698e-157,-0.404072651214469,0.029,0.229,8.00715004101642e-153,"Fib_1","Mtss1"
"Pdgfa.1",5.94054232788623e-157,-0.48457237856112,0.189,0.42,1.21311814877765e-152,"Fib_1","Pdgfa"
"Clec2d.1",1.39122935487717e-156,0.333293909685917,0.546,0.312,2.84102946559467e-152,"Fib_1","Clec2d"
"Adamts5.1",3.41489733781714e-156,0.340541483809979,0.659,0.423,6.97356185355638e-152,"Fib_1","Adamts5"
"H2-Q4.1",5.14643630786722e-155,0.426723774470248,0.552,0.321,1.05095375842956e-150,"Fib_1","H2-Q4"
"Perp.1",1.75874720945833e-154,-0.401801261033363,0.038,0.241,3.59153767643485e-150,"Fib_1","Perp"
"Lysmd2.1",2.37940729375967e-154,0.337919973612761,0.704,0.477,4.85898763458662e-150,"Fib_1","Lysmd2"
"Pawr.1",2.55932197824071e-154,-0.383176180748761,0.027,0.224,5.22639141176536e-150,"Fib_1","Pawr"
"Vat1.1",2.88326549852616e-154,0.356699546360027,0.715,0.503,5.88791647454027e-150,"Fib_1","Vat1"
"Lepr",3.95471517541282e-154,0.402779441707449,0.192,0.061,8.07592385971052e-150,"Fib_1","Lepr"
"Lhfp.1",1.83517992718478e-153,0.373641198893342,0.955,0.78,3.74762092930404e-149,"Fib_1","Lhfp"
"Pde5a.1",4.30969112918817e-153,-0.611421114111349,0.279,0.494,8.80082025491517e-149,"Fib_1","Pde5a"
"Myc.1",1.01035390181794e-152,0.42286911829681,0.391,0.19,2.06324370290242e-148,"Fib_1","Myc"
"Cox6c.1",1.02929644513556e-152,-0.486464450903948,0.964,0.939,2.10192627061133e-148,"Fib_1","Cox6c"
"Foxp1",1.16730932433049e-152,-0.535950629110597,0.657,0.777,2.38376237121529e-148,"Fib_1","Foxp1"
"2410006H16Rik.1",1.99017900349306e-152,0.35720149673816,0.814,0.615,4.06414454303318e-148,"Fib_1","2410006H16Rik"
"Ndn.1",3.62589179488275e-152,0.321331135147413,0.673,0.426,7.40443363433007e-148,"Fib_1","Ndn"
"Nexn.1",6.69935735697806e-151,-1.00068817582319,0.31,0.486,1.36807576586849e-146,"Fib_1","Nexn"
"Net1.1",1.21075060816604e-150,-0.514824589435948,0.056,0.258,2.47247381693587e-146,"Fib_1","Net1"
"Wwp2.1",2.30445595239111e-150,-0.601143114804279,0.166,0.377,4.70592950037789e-146,"Fib_1","Wwp2"
"Kcnj8.1",2.39305494116253e-150,-0.582328497186214,0.101,0.321,4.886857495348e-146,"Fib_1","Kcnj8"
"Bcl7c",2.96053768502469e-150,0.322331949733564,0.791,0.606,6.04571400658891e-146,"Fib_1","Bcl7c"
"Ntn4.1",3.57164969147626e-150,0.287952273768734,0.47,0.25,7.29366583496368e-146,"Fib_1","Ntn4"
"mt-Cytb.1",4.15284418080395e-150,-0.411443577396081,0.996,0.994,8.48052310161975e-146,"Fib_1","mt-Cytb"
"Atp9a",1.32462898907594e-149,0.313902839003877,0.471,0.269,2.70502485859197e-145,"Fib_1","Atp9a"
"Kank1.1",1.5321801846298e-149,-0.54832196404716,0.192,0.405,3.12886515503251e-145,"Fib_1","Kank1"
"Itga1.1",2.01511843432543e-149,-0.79117778939826,0.273,0.48,4.11507335473597e-145,"Fib_1","Itga1"
"Clic4.1",4.14128510068307e-149,-0.634980809864955,0.829,0.833,8.4569183041049e-145,"Fib_1","Clic4"
"Ptx3.1",5.72458290853635e-149,0.594589897326002,0.325,0.143,1.16901707575221e-144,"Fib_1","Ptx3"
"Tuba1a.1",6.98151524865128e-149,0.367331728274995,0.97,0.87,1.42569522892708e-144,"Fib_1","Tuba1a"
"Htr1b.1",9.13775014561313e-149,-0.370695142129221,0.002,0.177,1.86601995723566e-144,"Fib_1","Htr1b"
"Sh3pxd2b",9.90748873401192e-149,0.334645058212869,0.486,0.284,2.02320827437257e-144,"Fib_1","Sh3pxd2b"
"Sema3f.1",3.71529210146739e-148,-0.29075351714969,0.008,0.189,7.58699800040656e-144,"Fib_1","Sema3f"
"Itpripl2",5.0672838631181e-148,0.377653537666549,0.683,0.488,1.03479003768735e-143,"Fib_1","Itpripl2"
"Hcfc1r1.1",2.74388465047255e-147,-0.633632046951044,0.765,0.799,5.60328684472999e-143,"Fib_1","Hcfc1r1"
"Ctsh.1",3.42816747383531e-147,-0.769936032895282,0.507,0.661,7.00066079831909e-143,"Fib_1","Ctsh"
"Csf1.1",4.4426641177726e-147,0.336928309357464,0.678,0.443,9.07236439490342e-143,"Fib_1","Csf1"
"Ghr.1",4.78602755121388e-147,0.335410931413993,0.639,0.425,9.77354686233387e-143,"Fib_1","Ghr"
"Scarb2",9.81564484333028e-146,0.393992141382815,0.809,0.623,2.00445283345648e-141,"Fib_1","Scarb2"
"Cap2.1",1.00973059239407e-145,-0.333335178230242,0.029,0.218,2.06197084272793e-141,"Fib_1","Cap2"
"Rasgrp2.1",2.47257926359453e-145,-0.486738397691333,0.042,0.237,5.04925411418638e-141,"Fib_1","Rasgrp2"
"Col4a1",8.59345781107458e-145,0.42498619177166,0.928,0.781,1.75487001959954e-140,"Fib_1","Col4a1"
"Oxct1.1",2.76689514558725e-144,-0.632097420926634,0.68,0.747,5.65027657680372e-140,"Fib_1","Oxct1"
"Csrp1.1",2.88688847214874e-144,-1.35989015291206,0.56,0.646,5.89531494897494e-140,"Fib_1","Csrp1"
"Emilin1",1.03111296326966e-143,0.393554256813189,0.731,0.542,2.10563578229296e-139,"Fib_1","Emilin1"
"Hoxa3",7.06681502480162e-143,-0.254686477969841,0.018,0.199,1.44311429621474e-138,"Fib_1","Hoxa3"
"Synpo2.1",2.85233160358701e-142,-1.22633341250884,0.234,0.407,5.82474636768503e-138,"Fib_1","Synpo2"
"Rasl12.1",6.95069530287868e-141,-0.448069029900449,0.068,0.264,1.41940148780085e-136,"Fib_1","Rasl12"
"S100a10.1",9.40596083711618e-141,0.342763263703277,0.981,0.891,1.92079126254749e-136,"Fib_1","S100a10"
"Pfn1.1",4.41033384992033e-140,-0.508302314734953,0.934,0.918,9.00634275492232e-136,"Fib_1","Pfn1"
"Nnmt.1",6.88423025838869e-140,0.358500548091806,0.582,0.361,1.40582866106556e-135,"Fib_1","Nnmt"
"Fam20c",7.41862380648901e-140,0.260531867591356,0.397,0.21,1.51495716752312e-135,"Fib_1","Fam20c"
"Hspb8.1",2.4311615585104e-139,-0.441994674812857,0.195,0.414,4.96467501863408e-135,"Fib_1","Hspb8"
"Tmsb4x.1",3.0016824503961e-139,-1.04991831845342,0.998,0.995,6.12973573195388e-135,"Fib_1","Tmsb4x"
"Cyb5a.1",3.92386942782787e-139,0.285824127581305,0.968,0.871,8.0129337585673e-135,"Fib_1","Cyb5a"
"Bik.1",1.12526695236921e-138,-0.288374869216875,0.006,0.174,2.29790764343317e-134,"Fib_1","Bik"
"Acap2.1",2.5680953398963e-138,0.323072799800376,0.688,0.485,5.24430749360223e-134,"Fib_1","Acap2"
"Cdh6.1",2.78492560493594e-138,-0.383934905855802,0.004,0.17,5.68709657783969e-134,"Fib_1","Cdh6"
"Isoc1.1",3.49110834343017e-138,0.26566833777988,0.449,0.25,7.12919234811875e-134,"Fib_1","Isoc1"
"Ppl.1",5.79946212406053e-138,0.309474798832717,0.416,0.215,1.1843081603544e-133,"Fib_1","Ppl"
"Tspan7",8.74835315227618e-138,-0.516525287482015,0.067,0.263,1.78650119722632e-133,"Fib_1","Tspan7"
"Sulf1",9.80891448760359e-138,0.385535222057141,0.734,0.543,2.00307842751353e-133,"Fib_1","Sulf1"
"Ptgs2.1",1.13093117344066e-137,0.770684301135367,0.507,0.302,2.30947454928317e-133,"Fib_1","Ptgs2"
"Mgst1.1",1.43114981151099e-137,0.294075702151966,0.906,0.671,2.9225510300866e-133,"Fib_1","Mgst1"
"Epb41l2.1",2.82643598195019e-137,0.316360158266807,0.822,0.605,5.77186491874048e-133,"Fib_1","Epb41l2"
"Gab2",3.45904238998663e-137,0.316633824046548,0.544,0.341,7.06371046459171e-133,"Fib_1","Gab2"
"Timp4.1",3.87523820998007e-137,-0.919283555872638,0.006,0.173,7.9136239486003e-133,"Fib_1","Timp4"
"Col27a1",9.55972045075748e-137,0.284419275512998,0.323,0.152,1.95219051324918e-132,"Fib_1","Col27a1"
"Pnp.1",9.55577533036501e-136,0.391797875359783,0.828,0.627,1.95138488021384e-131,"Fib_1","Pnp"
"C1s1.1",3.35794590061131e-135,0.396486106299645,0.677,0.424,6.85726132363836e-131,"Fib_1","C1s1"
"Speg.1",3.42784173662393e-134,-0.347358944427003,0.044,0.227,6.99999561035972e-130,"Fib_1","Speg"
"Tgfbr3.1",4.84273666853743e-134,0.307637660524299,0.777,0.571,9.88935255082029e-130,"Fib_1","Tgfbr3"
"Lrrc58.1",1.22359594024298e-133,0.341890678914456,0.891,0.739,2.49870526957018e-129,"Fib_1","Lrrc58"
"Skap2",1.74133303107014e-133,-0.39136601898302,0.129,0.34,3.55597618274834e-129,"Fib_1","Skap2"
"Alcam.1",6.79421578124977e-133,-0.580519939530344,0.247,0.454,1.38744680468902e-128,"Fib_1","Alcam"
"Eml2.1",9.07165042724646e-133,-0.284513206670027,0.049,0.236,1.852521733748e-128,"Fib_1","Eml2"
"Egfr.1",1.40761057752539e-132,0.275088134085053,0.584,0.357,2.87448156036459e-128,"Fib_1","Egfr"
"Sema5a.1",1.50979071350541e-132,-0.477901632055117,0.145,0.351,3.0831436160494e-128,"Fib_1","Sema5a"
"Man2a2.1",2.7665766499965e-132,0.286695373245406,0.487,0.287,5.64962617695785e-128,"Fib_1","Man2a2"
"Mark1.1",1.15098440493657e-131,-0.343817042719044,0.042,0.223,2.35042525332097e-127,"Fib_1","Mark1"
"Arpc1b.1",1.21392980558189e-131,0.311139050432371,0.972,0.906,2.47896605597877e-127,"Fib_1","Arpc1b"
"Ndufa4.1",1.36749854602612e-131,-0.406223489592983,0.916,0.898,2.79256878083994e-127,"Fib_1","Ndufa4"
"Col5a1.1",2.5826989556532e-131,0.305639800918142,0.833,0.628,5.2741295373394e-127,"Fib_1","Col5a1"
"Aopep.1",7.77716652390568e-131,-0.614861711799403,0.397,0.56,1.58817517584678e-126,"Fib_1","Aopep"
"Ddr2.1",1.38721192576194e-130,0.272543271880418,0.83,0.631,2.83282547359846e-126,"Fib_1","Ddr2"
"S100a1.1",3.61112376536837e-130,-0.476647259203081,0.406,0.599,7.37427584125875e-126,"Fib_1","S100a1"
"Tmtc2.1",4.1511428446573e-130,-0.332798958311951,0.031,0.204,8.47704880307468e-126,"Fib_1","Tmtc2"
"Casp4.1",6.00052733404251e-130,0.342135264253605,0.414,0.223,1.22536768688482e-125,"Fib_1","Casp4"
"Pbxip1.1",6.1606326751907e-130,-0.982978832053081,0.525,0.628,1.25806279860069e-125,"Fib_1","Pbxip1"
"Napepld.1",1.34676089438859e-129,-0.322299103420418,0.042,0.22,2.75022042243093e-125,"Fib_1","Napepld"
"Chmp4c.1",2.0503616652176e-129,-0.260819813368116,0.001,0.156,4.18704355654086e-125,"Fib_1","Chmp4c"
"Prnp.1",3.16864179642644e-129,0.254110849631561,0.741,0.529,6.47068341248243e-125,"Fib_1","Prnp"
"TUSC3.1",4.97290746069826e-129,0.294796664859255,0.681,0.496,1.01551743254919e-124,"Fib_1","TUSC3"
"Klf9.1",5.93089051945396e-129,0.383512694946334,0.984,0.928,1.21114715297769e-124,"Fib_1","Klf9"
"Crispld2.1",7.65087088601797e-129,0.321108027280024,0.861,0.655,1.56238434363373e-124,"Fib_1","Crispld2"
"Dtna.1",7.85073054977588e-129,-0.394755446305239,0.049,0.228,1.60319768556973e-124,"Fib_1","Dtna"
"Gdf10.1",1.24455537024676e-128,-1.06276291521918,0.096,0.285,2.54150652158091e-124,"Fib_1","Gdf10"
"Rgs7bp.1",2.64620964140473e-127,-0.354510264430868,0.027,0.197,5.40382470871261e-123,"Fib_1","Rgs7bp"
"Rasa3.1",2.90955732994477e-127,0.261409741774247,0.426,0.234,5.94160702348021e-123,"Fib_1","Rasa3"
"Lgals3.1",4.68495838761092e-127,-0.730784437074205,0.05,0.227,9.56715352334026e-123,"Fib_1","Lgals3"
"Slc10a6.1",8.26153972208994e-127,0.326234343754037,0.362,0.184,1.68708902664799e-122,"Fib_1","Slc10a6"
"Cavin1.1",1.89710091793233e-126,-0.622515014498925,0.822,0.808,3.87406978450961e-122,"Fib_1","Cavin1"
"Numbl",1.94837587230168e-126,0.250075111113103,0.404,0.222,3.97877836882726e-122,"Fib_1","Numbl"
"Fabp4.1",3.78844157513561e-126,-3.42848040946054,0.19,0.381,7.73637654058443e-122,"Fib_1","Fabp4"
"Adam33.1",5.91960760781473e-126,-0.268015901490559,0.028,0.199,1.20884306959185e-121,"Fib_1","Adam33"
"Foxp2",2.73620742230328e-125,0.357931819925003,0.727,0.526,5.58760917708553e-121,"Fib_1","Foxp2"
"Reep5",6.31248833918743e-125,-0.395719784692253,0.867,0.859,1.28907324374547e-120,"Fib_1","Reep5"
"Itgb1.1",9.37831276533303e-125,-0.585816571098843,0.954,0.926,1.91514524980866e-120,"Fib_1","Itgb1"
"Klf13.1",1.69658631329647e-124,0.320825499874219,0.925,0.826,3.46459891038273e-120,"Fib_1","Klf13"
"Man2a1.1",2.22577638983403e-124,0.380207190653058,0.707,0.504,4.54525796568007e-120,"Fib_1","Man2a1"
"Col5a2.1",4.17155986503963e-124,0.366596344038537,0.857,0.693,8.51874240039743e-120,"Fib_1","Col5a2"
"Ccbe1.1",1.39654648755569e-123,0.251154683129001,0.243,0.099,2.85188758223748e-119,"Fib_1","Ccbe1"
"Snhg18.1",1.4418700426957e-123,-0.531769826586932,0.345,0.521,2.9444428141889e-119,"Fib_1","Snhg18"
"Csrp2.1",2.39160427290541e-123,-1.26682027969821,0.881,0.841,4.88389508570013e-119,"Fib_1","Csrp2"
"Ncor2.1",3.63185024148743e-123,0.343946421621459,0.596,0.41,7.41660137814149e-119,"Fib_1","Ncor2"
"Tram1.1",5.70918164984427e-123,0.326769679580057,0.811,0.633,1.1658719847147e-118,"Fib_1","Tram1"
"Bmpr1b.1",1.6079123881064e-122,-0.252814696134418,0.003,0.152,3.28351788775209e-118,"Fib_1","Bmpr1b"
"Snta1.1",2.30113797609384e-122,-0.403170975558719,0.236,0.435,4.69915386098124e-118,"Fib_1","Snta1"
"Tln1.1",3.88798780344366e-122,-0.61052336606865,0.783,0.797,7.93965989341229e-118,"Fib_1","Tln1"
"Tppp3",6.29658836529506e-122,0.521617238216882,0.63,0.438,1.2858263100769e-117,"Fib_1","Tppp3"
"Rpl4",6.32345179303031e-122,0.260557175772806,0.986,0.94,1.29131209065472e-117,"Fib_1","Rpl4"
"Rap2a.1",3.16224661129151e-121,0.278677661831599,0.496,0.301,6.45762380491839e-117,"Fib_1","Rap2a"
"Asb2.1",4.39098568359207e-121,-0.293464251194635,0.013,0.167,8.96683186446338e-117,"Fib_1","Asb2"
"Ttll7.1",9.27967215445317e-121,-0.43631335197847,0.088,0.269,1.89500185066088e-116,"Fib_1","Ttll7"
"Erg",3.85547292775727e-120,-0.292750666150198,0.011,0.164,7.87326126577312e-116,"Fib_1","Erg"
"Efnb2",3.96811081083625e-120,-0.332611062306428,0.009,0.16,8.10327908680871e-116,"Fib_1","Efnb2"
"Stom.1",5.33185517627923e-120,-0.297716173007441,0.043,0.213,1.08881814554798e-115,"Fib_1","Stom"
"Tspan2.1",8.46828364659797e-120,-0.497844704361619,0.106,0.284,1.72930820347177e-115,"Fib_1","Tspan2"
"Mir99ahg.1",1.19362918890062e-119,0.291548698103652,0.607,0.395,2.43751016665395e-115,"Fib_1","Mir99ahg"
"Ninj1",2.83345966026123e-119,-0.447644137611593,0.23,0.434,5.78620797221946e-115,"Fib_1","Ninj1"
"Map3k7cl.1",4.64907699095983e-119,-0.298717670648676,0.006,0.153,9.49388012323906e-115,"Fib_1","Map3k7cl"
"Itih4.1",6.75130367239337e-119,-0.539373671683611,0.019,0.175,1.37868372293945e-114,"Fib_1","Itih4"
"Akap6.1",9.3189451149396e-119,-0.250228954707698,0.005,0.151,1.90302178192181e-114,"Fib_1","Akap6"
"Tpm1.1",9.38860678527456e-119,-1.81829879720839,0.764,0.765,1.91724739162092e-114,"Fib_1","Tpm1"
"Osbpl3.1",1.37110262786177e-118,-0.297507765103572,0.036,0.201,2.79992867635651e-114,"Fib_1","Osbpl3"
"Sgce.1",1.87906802508999e-118,0.292375094713226,0.747,0.55,3.83724481403626e-114,"Fib_1","Sgce"
"Cdc42ep3.1",2.35037196750044e-118,-0.559329710866024,0.318,0.505,4.79969459483264e-114,"Fib_1","Cdc42ep3"
"Hey2.1",1.11063304983486e-117,-0.259652568703662,0.037,0.203,2.26802375106777e-113,"Fib_1","Hey2"
"Gnai1.1",1.43836422683192e-117,-0.414298198901942,0.214,0.413,2.93728358761346e-113,"Fib_1","Gnai1"
"Tgm2.1",5.61270928851693e-117,-0.550507558132957,0.288,0.469,1.14617136380804e-112,"Fib_1","Tgm2"
"Ace.1",8.14126005939401e-117,0.355352709396187,0.77,0.581,1.66252671672885e-112,"Fib_1","Ace"
"Adprh.1",8.79106280785304e-117,0.257427064229525,0.628,0.445,1.79522293599167e-112,"Fib_1","Adprh"
"Fam124a",1.44307657873097e-116,0.31426756296686,0.538,0.346,2.94690668142652e-112,"Fib_1","Fam124a"
"Dnm3os",8.51950281803166e-116,0.38775713726737,0.284,0.136,1.73976767047025e-111,"Fib_1","Dnm3os"
"Chic2.1",2.46023704100608e-115,0.274379860653855,0.738,0.558,5.02405006143851e-111,"Fib_1","Chic2"
"Lims2.1",3.34165291737432e-115,-0.740587152385216,0.256,0.419,6.82398942257011e-111,"Fib_1","Lims2"
"Rgs5.1",5.67998251626528e-115,-1.53900834385795,0.028,0.182,1.15990922964653e-110,"Fib_1","Rgs5"
"Rrad.1",8.30901582250475e-115,-0.562481242072952,0.066,0.241,1.69678412111369e-110,"Fib_1","Rrad"
"Hspb2.1",8.82754440463019e-115,-0.443913831291676,0.164,0.348,1.80267284286953e-110,"Fib_1","Hspb2"
"Paqr6",1.19430620959304e-114,-0.332634698889935,0.103,0.292,2.43889271060994e-110,"Fib_1","Paqr6"
"Fth1",1.75508137636434e-114,-0.303682688834744,0.999,0.998,3.58405167867361e-110,"Fib_1","Fth1"
"Fndc3b.1",2.32549027448965e-114,0.320214321036217,0.878,0.721,4.74888368953531e-110,"Fib_1","Fndc3b"
"Gnao1",2.33817464683826e-114,0.286335035581055,0.519,0.333,4.77478644630842e-110,"Fib_1","Gnao1"
"Trip10",2.40724175082222e-114,0.291249422339871,0.659,0.471,4.91582837935406e-110,"Fib_1","Trip10"
"Ccnl1.1",2.57889194968604e-114,0.404730000141487,0.893,0.765,5.26635525045386e-110,"Fib_1","Ccnl1"
"Utrn.1",3.55412036717816e-114,-0.646891710126545,0.445,0.588,7.25786920181453e-110,"Fib_1","Utrn"
"Rhou",7.48843059390135e-114,0.309947936062121,0.481,0.299,1.5292124115806e-109,"Fib_1","Rhou"
"Anxa2.1",1.16450423196248e-113,0.36585480777612,0.963,0.888,2.37803409209059e-109,"Fib_1","Anxa2"
"Rasl11a",1.24167173622087e-113,-0.518316049908138,0.102,0.289,2.53561785253664e-109,"Fib_1","Rasl11a"
"Glipr1.1",2.00607776522625e-113,-0.308227318076054,0.023,0.176,4.09661140436852e-109,"Fib_1","Glipr1"
"Gcnt2.1",2.45925512214849e-113,-0.281080048784146,0.01,0.155,5.02204488493943e-109,"Fib_1","Gcnt2"
"Fgfr1.1",2.64075153451474e-113,0.266746406625497,0.843,0.663,5.39267870863254e-109,"Fib_1","Fgfr1"
"Akap13.1",5.40519480394005e-113,0.328768129306253,0.889,0.785,1.1037948309126e-108,"Fib_1","Akap13"
"Nampt",1.37523649678781e-112,0.30886390475434,0.533,0.35,2.8083704500904e-108,"Fib_1","Nampt"
"Glis2.1",8.68246674558136e-112,0.256279046725496,0.432,0.254,1.77304653411517e-107,"Fib_1","Glis2"
"Adam17.1",1.60200343778013e-111,0.253007329527578,0.514,0.329,3.27145122029079e-107,"Fib_1","Adam17"
"Anln.1",1.63221632831937e-111,-0.272708947050151,0.022,0.172,3.33314896406098e-107,"Fib_1","Anln"
"Crlf1",9.42551480210418e-111,0.370443836240917,0.168,0.059,1.92478437773769e-106,"Fib_1","Crlf1"
"Plce1.1",9.53734576978606e-111,0.265110105867019,0.524,0.329,1.94762137964801e-106,"Fib_1","Plce1"
"Sgcd.1",1.03967164965507e-110,-0.464884093455593,0.249,0.43,2.12311347576062e-106,"Fib_1","Sgcd"
"Ryr2.1",1.78051901706522e-110,-0.250258959547025,0.014,0.158,3.63599788474888e-106,"Fib_1","Ryr2"
"Tmem64.1",2.75532558189239e-110,0.273054607696376,0.536,0.347,5.62665037078245e-106,"Fib_1","Tmem64"
"Ier2.1",2.79407562378735e-110,0.482204856074115,0.93,0.833,5.70578183133615e-106,"Fib_1","Ier2"
"Amotl1",7.5319537018057e-110,0.302148703824247,0.669,0.493,1.53810026544574e-105,"Fib_1","Amotl1"
"Xirp1.1",1.14890807054307e-109,-0.25186750746984,0,0.133,2.346185170856e-105,"Fib_1","Xirp1"
"Smarcd3.1",1.78877271831037e-109,-0.399242823626409,0.145,0.322,3.6528527680616e-105,"Fib_1","Smarcd3"
"Id1",4.36810026913727e-109,-0.988893624999098,0.347,0.51,8.92009755960522e-105,"Fib_1","Id1"
"Cox7a2.1",4.59229426890448e-109,-0.363510472510187,0.915,0.901,9.37792412652983e-105,"Fib_1","Cox7a2"
"mt-Co3.1",5.10263745941044e-109,-0.468583563480074,0.998,0.997,1.04200959558621e-104,"Fib_1","mt-Co3"
"Ppp1cb.1",1.91168864232322e-108,-0.61365986468848,0.667,0.717,3.90385937648825e-104,"Fib_1","Ppp1cb"
"Atp1b3",2.8842437451877e-108,-0.525911370080217,0.665,0.742,5.8899141520478e-104,"Fib_1","Atp1b3"
"Fbn1.1",4.07258033789519e-108,0.296287077793641,0.869,0.722,8.31661630801578e-104,"Fib_1","Fbn1"
"Flt1.1",4.18987389668731e-108,-1.10837546805431,0.022,0.167,8.55614148442515e-104,"Fib_1","Flt1"
"Rbpms2.1",6.26227629457259e-108,-0.341210702353063,0.049,0.205,1.27881944211467e-103,"Fib_1","Rbpms2"
"Serpini1.1",8.37533457045324e-108,-0.340976983633895,0.048,0.206,1.71032707263226e-103,"Fib_1","Serpini1"
"Sash1.1",1.29278152596908e-107,0.262982205394836,0.834,0.646,2.63998915418145e-103,"Fib_1","Sash1"
"Filip1l.1",1.32358376922936e-107,-1.06963691706107,0.58,0.648,2.70289041514328e-103,"Fib_1","Filip1l"
"Jun.1",2.47279957650823e-107,0.398701888341648,0.985,0.952,5.04970401518745e-103,"Fib_1","Jun"
"Dynll1.1",3.66992228026929e-107,-0.355682183545063,0.973,0.944,7.49434828853792e-103,"Fib_1","Dynll1"
"Slc6a6",8.73232522741727e-107,-0.614333629636833,0.185,0.368,1.78322813469088e-102,"Fib_1","Slc6a6"
"Hhip.1",1.25897502220668e-106,-0.69540845085088,0.003,0.134,2.57095289284827e-102,"Fib_1","Hhip"
"Igsf8",1.29619837228222e-106,0.276651690343696,0.62,0.443,2.64696669603753e-102,"Fib_1","Igsf8"
"Sfrp4.1",1.41365574339246e-106,-0.982426222399011,0.057,0.214,2.88682639358174e-102,"Fib_1","Sfrp4"
"Zbtb20",1.46981033206903e-106,0.303582982527539,0.994,0.943,3.00149967911816e-102,"Fib_1","Zbtb20"
"Ccdc107.1",6.75010141237663e-106,-0.498222827876257,0.339,0.5,1.37843820942143e-101,"Fib_1","Ccdc107"
"Hacd1.1",1.2177733981031e-105,-0.483046516525904,0.178,0.347,2.48681505626635e-101,"Fib_1","Hacd1"
"Txndc5.1",2.30919315577955e-105,0.291672477281628,0.812,0.646,4.71560334341742e-101,"Fib_1","Txndc5"
"Rassf9.1",5.39759128846092e-105,-0.298890308933959,0.008,0.143,1.10224211701661e-100,"Fib_1","Rassf9"
"Nkd1.1",7.26470814941408e-105,-0.289909552605922,0.079,0.249,1.48352605119185e-100,"Fib_1","Nkd1"
"Mmp14.1",1.60307183545732e-104,0.298273596302409,0.585,0.398,3.2736329951874e-100,"Fib_1","Mmp14"
"Cd59a.1",3.13789861739154e-104,-0.475634196542787,0.235,0.41,6.40790276657525e-100,"Fib_1","Cd59a"
"Phtf2.1",6.24005301906966e-104,-0.281417435513514,0.055,0.213,1.27428122702421e-99,"Fib_1","Phtf2"
"Uqcr11.1",1.11209594869773e-103,-0.359910481216052,0.879,0.866,2.27101113683564e-99,"Fib_1","Uqcr11"
"Tmem52.1",1.25734285467435e-103,0.261293661373377,0.262,0.122,2.56761984353049e-99,"Fib_1","Tmem52"
"Pdia6.1",1.33221251492085e-103,0.317314244816585,0.928,0.82,2.72051117671987e-99,"Fib_1","Pdia6"
"Arap1.1",1.66196093878973e-103,0.251397346634873,0.387,0.222,3.39389043310251e-99,"Fib_1","Arap1"
"Tiparp.1",2.37438427106134e-103,0.340120183655847,0.622,0.421,4.84873011993436e-99,"Fib_1","Tiparp"
"Mertk.1",1.33515371707627e-102,-0.26393092131179,0.038,0.188,2.72651740564146e-98,"Fib_1","Mertk"
"Ptprz1.1",2.09074634460776e-102,-0.435378703464265,0.016,0.151,4.26951311032351e-98,"Fib_1","Ptprz1"
"Mgll",1.44116292596128e-101,-0.92652767713647,0.297,0.461,2.94299881110553e-97,"Fib_1","Mgll"
"Plac9a.1",1.51758228142667e-101,-0.548319860587207,0.923,0.843,3.0990547769014e-97,"Fib_1","Plac9a"
"Papss2.1",1.65620491401225e-101,0.275123847038582,0.579,0.386,3.38213605490441e-97,"Fib_1","Papss2"
"Dsel",1.80919354371413e-101,0.252974937185874,0.512,0.34,3.69455413561862e-97,"Fib_1","Dsel"
"Prdm16.1",2.38195818086235e-101,-0.274791756705952,0.058,0.216,4.86419680113901e-97,"Fib_1","Prdm16"
